,promo_id,promo_name,promo_type,discount_value,start_date,end_date,applicable_category,promo_channel,stackable_flag,min_order_value
239,PROMO-0022-0240,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
240,PROMO-0011-0241,Spring Sale 2015,percentage,12.0,2015-03-18,2015-04-17,all_category,all_channels,1,100000
241,PROMO-0048-0242,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
242,PROMO-0016-0243,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
243,PROMO-0033-0244,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
244,PROMO-0009-0245,Fall Launch 2014,percentage,10.0,2014-08-30,2014-10-01,all_category,all_channels,0,100000
245,PROMO-0006-0246,Rural Special 2013,percentage,15.0,2013-01-31,2013-03-01,Outdoor,in_store,0,0
246,PROMO-0016-0247,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
247,PROMO-0029-0248,Fall Launch 2018,percentage,10.0,2018-08-30,2018-10-01,all_category,email,0,0
248,PROMO-0003-0249,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
249,PROMO-0020-0250,Year-End Sale 2016,percentage,20.0,2016-11-18,2017-01-02,all_category,all_channels,0,0
250,PROMO-0036-0251,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
251,PROMO-0019-0252,Fall Launch 2016,percentage,10.0,2016-08-30,2016-10-01,all_category,online,0,0
252,PROMO-0026-0253,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
253,PROMO-0003-0254,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
254,PROMO-0019-0255,Fall Launch 2016,percentage,10.0,2016-08-30,2016-10-01,all_category,online,0,0
255,PROMO-0020-0256,Year-End Sale 2016,percentage,20.0,2016-11-18,2017-01-02,all_category,all_channels,0,0
256,PROMO-0032-0257,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
257,PROMO-0007-0258,Spring Sale 2014,percentage,12.0,2014-03-18,2014-04-17,all_category,email,1,0
258,PROMO-0041-0259,Spring Sale 2021,percentage,12.0,2021-03-18,2021-04-17,all_category,online,1,0
259,PROMO-0033-0260,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
260,PROMO-0040-0261,Year-End Sale 2020,percentage,20.0,2020-11-18,2021-01-01,all_category,all_channels,0,0
261,PROMO-0039-0262,Fall Launch 2020,percentage,10.0,2020-08-30,2020-10-01,all_category,all_channels,0,150000
262,PROMO-0018-0263,Mid-Year Sale 2016,percentage,18.0,2016-06-23,2016-07-22,all_category,online,0,0
263,PROMO-0040-0264,Year-End Sale 2020,percentage,20.0,2020-11-18,2021-01-01,all_category,all_channels,0,0
264,PROMO-0001-0265,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
265,PROMO-0011-0266,Spring Sale 2015,percentage,12.0,2015-03-18,2015-04-17,all_category,all_channels,1,100000
266,PROMO-0028-0267,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
267,PROMO-0025-0268,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
268,PROMO-0050-0269,Year-End Sale 2022,percentage,20.0,2022-11-18,2022-12-31,all_category,all_channels,0,50000
269,PROMO-0023-0270,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
270,PROMO-0031-0271,Spring Sale 2019,percentage,12.0,2019-03-18,2019-04-17,all_category,online,1,150000
271,PROMO-0030-0272,Year-End Sale 2018,percentage,20.0,2018-11-18,2019-01-02,all_category,all_channels,0,0
272,PROMO-0042-0273,Mid-Year Sale 2021,percentage,18.0,2021-06-23,2021-07-22,all_category,social_media,1,0
273,PROMO-0035-0274,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
274,PROMO-0007-0275,Spring Sale 2014,percentage,12.0,2014-03-18,2014-04-17,all_category,email,1,0
275,PROMO-0016-0276,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
276,PROMO-0026-0277,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
277,PROMO-0048-0278,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
278,PROMO-0049-0279,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
279,PROMO-0002-0280,Mid-Year Sale 2013,percentage,18.0,2013-06-23,2013-07-22,all_category,online,0,0
280,PROMO-0001-0281,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
281,PROMO-0048-0282,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
282,PROMO-0012-0283,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
283,PROMO-0005-0284,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
284,PROMO-0037-0285,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
285,PROMO-0032-0286,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
286,PROMO-0009-0287,Fall Launch 2014,percentage,10.0,2014-08-30,2014-10-01,all_category,all_channels,0,100000
287,PROMO-0041-0288,Spring Sale 2021,percentage,12.0,2021-03-18,2021-04-17,all_category,online,1,0
288,PROMO-0035-0289,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
289,PROMO-0019-0290,Fall Launch 2016,percentage,10.0,2016-08-30,2016-10-01,all_category,online,0,0
290,PROMO-0048-0291,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
291,PROMO-0016-0292,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
292,PROMO-0003-0293,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
293,PROMO-0020-0294,Year-End Sale 2016,percentage,20.0,2016-11-18,2017-01-02,all_category,all_channels,0,0
294,PROMO-0024-0295,Year-End Sale 2017,percentage,20.0,2017-11-18,2018-01-02,all_category,all_channels,0,0
295,PROMO-0033-0296,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
296,PROMO-0024-0297,Year-End Sale 2017,percentage,20.0,2017-11-18,2018-01-02,all_category,all_channels,0,0
297,PROMO-0011-0298,Spring Sale 2015,percentage,12.0,2015-03-18,2015-04-17,all_category,all_channels,1,100000
298,PROMO-0049-0299,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
299,PROMO-0008-0300,Mid-Year Sale 2014,percentage,18.0,2014-06-23,2014-07-22,all_category,social_media,0,0
300,PROMO-0036-0301,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
301,PROMO-0038-0302,Mid-Year Sale 2020,percentage,18.0,2020-06-23,2020-07-22,all_category,social_media,0,0
302,PROMO-0040-0303,Year-End Sale 2020,percentage,20.0,2020-11-18,2021-01-01,all_category,all_channels,0,0
303,PROMO-0020-0304,Year-End Sale 2016,percentage,20.0,2016-11-18,2017-01-02,all_category,all_channels,0,0
304,PROMO-0035-0305,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
305,PROMO-0048-0306,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
306,PROMO-0025-0307,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
307,PROMO-0035-0308,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
308,PROMO-0025-0309,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
309,PROMO-0029-0310,Fall Launch 2018,percentage,10.0,2018-08-30,2018-10-01,all_category,email,0,0
310,PROMO-0018-0311,Mid-Year Sale 2016,percentage,18.0,2016-06-23,2016-07-22,all_category,online,0,0
311,PROMO-0046-0312,Rural Special 2021,percentage,15.0,2021-01-30,2021-03-01,Outdoor,in_store,0,0
312,PROMO-0018-0313,Mid-Year Sale 2016,percentage,18.0,2016-06-23,2016-07-22,all_category,online,0,0
313,PROMO-0002-0314,Mid-Year Sale 2013,percentage,18.0,2013-06-23,2013-07-22,all_category,online,0,0
314,PROMO-0035-0315,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
315,PROMO-0016-0316,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
316,PROMO-0041-0317,Spring Sale 2021,percentage,12.0,2021-03-18,2021-04-17,all_category,online,1,0
317,PROMO-0036-0318,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
318,PROMO-0033-0319,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
319,PROMO-0004-0320,Year-End Sale 2013,percentage,20.0,2013-11-18,2014-01-02,all_category,all_channels,0,50000
320,PROMO-0033-0321,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
321,PROMO-0014-0322,Year-End Sale 2015,percentage,20.0,2015-11-18,2016-01-02,all_category,all_channels,1,150000
322,PROMO-0021-0323,Spring Sale 2017,percentage,12.0,2017-03-18,2017-04-17,all_category,all_channels,0,0
323,PROMO-0048-0324,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
324,PROMO-0020-0325,Year-End Sale 2016,percentage,20.0,2016-11-18,2017-01-02,all_category,all_channels,0,0
325,PROMO-0008-0326,Mid-Year Sale 2014,percentage,18.0,2014-06-23,2014-07-22,all_category,social_media,0,0
326,PROMO-0007-0327,Spring Sale 2014,percentage,12.0,2014-03-18,2014-04-17,all_category,email,1,0
327,PROMO-0003-0328,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
328,PROMO-0017-0329,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
329,PROMO-0033-0330,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
330,PROMO-0048-0331,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
331,PROMO-0012-0332,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
332,PROMO-0022-0333,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
333,PROMO-0022-0334,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
334,PROMO-0046-0335,Rural Special 2021,percentage,15.0,2021-01-30,2021-03-01,Outdoor,in_store,0,0
335,PROMO-0030-0336,Year-End Sale 2018,percentage,20.0,2018-11-18,2019-01-02,all_category,all_channels,0,0
336,PROMO-0038-0337,Mid-Year Sale 2020,percentage,18.0,2020-06-23,2020-07-22,all_category,social_media,0,0
337,PROMO-0038-0338,Mid-Year Sale 2020,percentage,18.0,2020-06-23,2020-07-22,all_category,social_media,0,0
338,PROMO-0045-0339,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
339,PROMO-0008-0340,Mid-Year Sale 2014,percentage,18.0,2014-06-23,2014-07-22,all_category,social_media,0,0
340,PROMO-0027-0341,Spring Sale 2018,percentage,12.0,2018-03-18,2018-04-17,all_category,all_channels,0,100000
341,PROMO-0027-0342,Spring Sale 2018,percentage,12.0,2018-03-18,2018-04-17,all_category,all_channels,0,100000
342,PROMO-0034-0343,Year-End Sale 2019,percentage,20.0,2019-11-18,2020-01-02,all_category,all_channels,0,50000
343,PROMO-0021-0344,Spring Sale 2017,percentage,12.0,2017-03-18,2017-04-17,all_category,all_channels,0,0
344,PROMO-0030-0345,Year-End Sale 2018,percentage,20.0,2018-11-18,2019-01-02,all_category,all_channels,0,0
345,PROMO-0033-0346,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
346,PROMO-0028-0347,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
347,PROMO-0047-0348,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
348,PROMO-0033-0349,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
349,PROMO-0005-0350,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
350,PROMO-0048-0351,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
351,PROMO-0019-0352,Fall Launch 2016,percentage,10.0,2016-08-30,2016-10-01,all_category,online,0,0
352,PROMO-0004-0353,Year-End Sale 2013,percentage,20.0,2013-11-18,2014-01-02,all_category,all_channels,0,50000
353,PROMO-0035-0354,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
354,PROMO-0049-0355,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
355,PROMO-0017-0356,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
356,PROMO-0044-0357,Year-End Sale 2021,percentage,20.0,2021-11-18,2022-01-02,all_category,all_channels,1,0
357,PROMO-0028-0358,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
358,PROMO-0030-0359,Year-End Sale 2018,percentage,20.0,2018-11-18,2019-01-02,all_category,all_channels,0,0
359,PROMO-0029-0360,Fall Launch 2018,percentage,10.0,2018-08-30,2018-10-01,all_category,email,0,0
360,PROMO-0046-0361,Rural Special 2021,percentage,15.0,2021-01-30,2021-03-01,Outdoor,in_store,0,0
361,PROMO-0006-0362,Rural Special 2013,percentage,15.0,2013-01-31,2013-03-01,Outdoor,in_store,0,0
362,PROMO-0035-0363,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
363,PROMO-0041-0364,Spring Sale 2021,percentage,12.0,2021-03-18,2021-04-17,all_category,online,1,0
364,PROMO-0037-0365,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
365,PROMO-0024-0366,Year-End Sale 2017,percentage,20.0,2017-11-18,2018-01-02,all_category,all_channels,0,0
366,PROMO-0029-0367,Fall Launch 2018,percentage,10.0,2018-08-30,2018-10-01,all_category,email,0,0
367,PROMO-0049-0368,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
368,PROMO-0046-0369,Rural Special 2021,percentage,15.0,2021-01-30,2021-03-01,Outdoor,in_store,0,0
369,PROMO-0031-0370,Spring Sale 2019,percentage,12.0,2019-03-18,2019-04-17,all_category,online,1,150000
370,PROMO-0035-0371,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
371,PROMO-0033-0372,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
372,PROMO-0021-0373,Spring Sale 2017,percentage,12.0,2017-03-18,2017-04-17,all_category,all_channels,0,0
373,PROMO-0032-0374,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
374,PROMO-0023-0375,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
375,PROMO-0033-0376,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
376,PROMO-0003-0377,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
377,PROMO-0018-0378,Mid-Year Sale 2016,percentage,18.0,2016-06-23,2016-07-22,all_category,online,0,0
378,PROMO-0025-0379,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
379,PROMO-0042-0380,Mid-Year Sale 2021,percentage,18.0,2021-06-23,2021-07-22,all_category,social_media,1,0
380,PROMO-0031-0381,Spring Sale 2019,percentage,12.0,2019-03-18,2019-04-17,all_category,online,1,150000
381,PROMO-0003-0382,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
382,PROMO-0040-0383,Year-End Sale 2020,percentage,20.0,2020-11-18,2021-01-01,all_category,all_channels,0,0
383,PROMO-0046-0384,Rural Special 2021,percentage,15.0,2021-01-30,2021-03-01,Outdoor,in_store,0,0
384,PROMO-0024-0385,Year-End Sale 2017,percentage,20.0,2017-11-18,2018-01-02,all_category,all_channels,0,0
385,PROMO-0050-0386,Year-End Sale 2022,percentage,20.0,2022-11-18,2022-12-31,all_category,all_channels,0,50000
386,PROMO-0032-0387,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
387,PROMO-0047-0388,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
388,PROMO-0022-0389,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
389,PROMO-0023-0390,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
390,PROMO-0002-0391,Mid-Year Sale 2013,percentage,18.0,2013-06-23,2013-07-22,all_category,online,0,0
391,PROMO-0027-0392,Spring Sale 2018,percentage,12.0,2018-03-18,2018-04-17,all_category,all_channels,0,100000
392,PROMO-0042-0393,Mid-Year Sale 2021,percentage,18.0,2021-06-23,2021-07-22,all_category,social_media,1,0
393,PROMO-0002-0394,Mid-Year Sale 2013,percentage,18.0,2013-06-23,2013-07-22,all_category,online,0,0
394,PROMO-0026-0395,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
395,PROMO-0017-0396,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
396,PROMO-0040-0397,Year-End Sale 2020,percentage,20.0,2020-11-18,2021-01-01,all_category,all_channels,0,0
397,PROMO-0033-0398,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
398,PROMO-0009-0399,Fall Launch 2014,percentage,10.0,2014-08-30,2014-10-01,all_category,all_channels,0,100000
399,PROMO-0043-0400,Fall Launch 2021,percentage,10.0,2021-08-30,2021-10-02,all_category,email,0,0
400,PROMO-0048-0401,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
401,PROMO-0039-0402,Fall Launch 2020,percentage,10.0,2020-08-30,2020-10-01,all_category,all_channels,0,150000
402,PROMO-0029-0403,Fall Launch 2018,percentage,10.0,2018-08-30,2018-10-01,all_category,email,0,0
403,PROMO-0042-0404,Mid-Year Sale 2021,percentage,18.0,2021-06-23,2021-07-22,all_category,social_media,1,0
404,PROMO-0026-0405,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
405,PROMO-0035-0406,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
406,PROMO-0050-0407,Year-End Sale 2022,percentage,20.0,2022-11-18,2022-12-31,all_category,all_channels,0,50000
407,PROMO-0025-0408,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
408,PROMO-0024-0409,Year-End Sale 2017,percentage,20.0,2017-11-18,2018-01-02,all_category,all_channels,0,0
409,PROMO-0013-0410,Fall Launch 2015,percentage,10.0,2015-08-30,2015-10-01,all_category,email,1,0
410,PROMO-0007-0411,Spring Sale 2014,percentage,12.0,2014-03-18,2014-04-17,all_category,email,1,0
411,PROMO-0036-0412,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
412,PROMO-0045-0413,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
413,PROMO-0020-0414,Year-End Sale 2016,percentage,20.0,2016-11-18,2017-01-02,all_category,all_channels,0,0
414,PROMO-0001-0415,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
415,PROMO-0008-0416,Mid-Year Sale 2014,percentage,18.0,2014-06-23,2014-07-22,all_category,social_media,0,0
416,PROMO-0046-0417,Rural Special 2021,percentage,15.0,2021-01-30,2021-03-01,Outdoor,in_store,0,0
417,PROMO-0016-0418,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
418,PROMO-0014-0419,Year-End Sale 2015,percentage,20.0,2015-11-18,2016-01-02,all_category,all_channels,1,150000
419,PROMO-0012-0420,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
420,PROMO-0023-0421,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
421,PROMO-0015-0422,Urban Blowout 2015,fixed,50.0,2015-07-30,2015-09-02,Streetwear,online,0,200000
422,PROMO-0028-0423,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
423,PROMO-0034-0424,Year-End Sale 2019,percentage,20.0,2019-11-18,2020-01-02,all_category,all_channels,0,50000
424,PROMO-0002-0425,Mid-Year Sale 2013,percentage,18.0,2013-06-23,2013-07-22,all_category,online,0,0
425,PROMO-0032-0426,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
426,PROMO-0023-0427,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
427,PROMO-0022-0428,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
428,PROMO-0025-0429,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
429,PROMO-0022-0430,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
430,PROMO-0022-0431,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
431,PROMO-0049-0432,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
432,PROMO-0042-0433,Mid-Year Sale 2021,percentage,18.0,2021-06-23,2021-07-22,all_category,social_media,1,0
433,PROMO-0006-0434,Rural Special 2013,percentage,15.0,2013-01-31,2013-03-01,Outdoor,in_store,0,0
434,PROMO-0015-0435,Urban Blowout 2015,fixed,50.0,2015-07-30,2015-09-02,Streetwear,online,0,200000
435,PROMO-0043-0436,Fall Launch 2021,percentage,10.0,2021-08-30,2021-10-02,all_category,email,0,0
436,PROMO-0037-0437,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
437,PROMO-0033-0438,Fall Launch 2019,percentage,10.0,2019-08-30,2019-10-01,all_category,email,0,50000
438,PROMO-0008-0439,Mid-Year Sale 2014,percentage,18.0,2014-06-23,2014-07-22,all_category,social_media,0,0
439,PROMO-0044-0440,Year-End Sale 2021,percentage,20.0,2021-11-18,2022-01-02,all_category,all_channels,1,0
440,PROMO-0044-0441,Year-End Sale 2021,percentage,20.0,2021-11-18,2022-01-02,all_category,all_channels,1,0
441,PROMO-0005-0442,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
442,PROMO-0039-0443,Fall Launch 2020,percentage,10.0,2020-08-30,2020-10-01,all_category,all_channels,0,150000
443,PROMO-0004-0444,Year-End Sale 2013,percentage,20.0,2013-11-18,2014-01-02,all_category,all_channels,0,50000
444,PROMO-0006-0445,Rural Special 2013,percentage,15.0,2013-01-31,2013-03-01,Outdoor,in_store,0,0
445,PROMO-0045-0446,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
446,PROMO-0032-0447,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
447,PROMO-0030-0448,Year-End Sale 2018,percentage,20.0,2018-11-18,2019-01-02,all_category,all_channels,0,0
448,PROMO-0047-0449,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
449,PROMO-0035-0450,Urban Blowout 2019,fixed,50.0,2019-07-30,2019-09-02,Streetwear,online,0,100000
450,PROMO-0040-0451,Year-End Sale 2020,percentage,20.0,2020-11-18,2021-01-01,all_category,all_channels,0,0
451,PROMO-0016-0452,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
452,PROMO-0013-0453,Fall Launch 2015,percentage,10.0,2015-08-30,2015-10-01,all_category,email,1,0
453,PROMO-0050-0454,Year-End Sale 2022,percentage,20.0,2022-11-18,2022-12-31,all_category,all_channels,0,50000
454,PROMO-0042-0455,Mid-Year Sale 2021,percentage,18.0,2021-06-23,2021-07-22,all_category,social_media,1,0
455,PROMO-0030-0456,Year-End Sale 2018,percentage,20.0,2018-11-18,2019-01-02,all_category,all_channels,0,0
456,PROMO-0019-0457,Fall Launch 2016,percentage,10.0,2016-08-30,2016-10-01,all_category,online,0,0
457,PROMO-0017-0458,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
458,PROMO-0019-0459,Fall Launch 2016,percentage,10.0,2016-08-30,2016-10-01,all_category,online,0,0
459,PROMO-0028-0460,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
460,PROMO-0026-0461,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
461,PROMO-0037-0462,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
462,PROMO-0026-0463,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
463,PROMO-0023-0464,Fall Launch 2017,percentage,10.0,2017-08-30,2017-10-02,all_category,all_channels,1,0
464,PROMO-0009-0465,Fall Launch 2014,percentage,10.0,2014-08-30,2014-10-01,all_category,all_channels,0,100000
465,PROMO-0012-0466,Mid-Year Sale 2015,percentage,18.0,2015-06-23,2015-07-22,all_category,social_media,0,0
466,PROMO-0001-0467,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
467,PROMO-0001-0468,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
468,PROMO-0047-0469,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
469,PROMO-0034-0470,Year-End Sale 2019,percentage,20.0,2019-11-18,2020-01-02,all_category,all_channels,0,50000
470,PROMO-0032-0471,Mid-Year Sale 2019,percentage,18.0,2019-06-23,2019-07-22,all_category,social_media,0,0
471,PROMO-0048-0472,Mid-Year Sale 2022,percentage,18.0,2022-06-23,2022-07-22,all_category,online,0,0
472,PROMO-0025-0473,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
473,PROMO-0040-0474,Year-End Sale 2020,percentage,20.0,2020-11-18,2021-01-01,all_category,all_channels,0,0
474,PROMO-0045-0475,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
475,PROMO-0001-0476,Spring Sale 2013,percentage,12.0,2013-03-18,2013-04-17,all_category,email,1,0
476,PROMO-0016-0477,Rural Special 2015,percentage,15.0,2015-01-30,2015-03-01,Outdoor,in_store,0,0
477,PROMO-0039-0478,Fall Launch 2020,percentage,10.0,2020-08-30,2020-10-01,all_category,all_channels,0,150000
478,PROMO-0005-0479,Urban Blowout 2013,fixed,50.0,2013-07-30,2013-09-02,Streetwear,online,0,150000
