return_id,return_date,return_reason,return_quantity,refund_amount,orders_enrichedorder_id,productsproduct_id
RET-008822,2014-01-02,defective,3,1862.21,136259,792
RET-008825,2014-01-14,not_as_described,2,18085.24,136275,826
RET-008827,2013-12-29,changed_mind,4,7890.66,136352,1818
RET-008828,2014-01-02,wrong_size,7,4338.26,136360,791
RET-008829,2014-01-06,wrong_size,8,59430.48,136373,103
RET-008830,2014-01-03,wrong_size,2,6040.71,136380,763
RET-008831,2014-01-07,not_as_described,1,2869.45,136380,764
RET-008833,2014-01-18,not_as_described,5,3911.07,136406,2212
RET-008834,2014-01-11,defective,1,8974.25,136412,396
RET-008835,2014-01-17,wrong_size,3,3007.15,136426,725
RET-008836,2014-01-04,changed_mind,1,1105.1,136477,1943
RET-008837,2014-01-06,changed_mind,7,8062.27,136483,1057
RET-008838,2014-01-06,late_delivery,3,20287.9,136485,600
RET-008839,2014-01-06,defective,5,4957.82,136502,777
RET-008840,2014-01-06,changed_mind,3,2294.27,136512,793
RET-008841,2014-01-11,changed_mind,5,3014.01,136518,791
RET-008844,2014-01-10,defective,4,2168.39,136558,2255
RET-008845,2014-01-03,not_as_described,1,876.63,136586,1086
RET-008848,2013-12-29,wrong_size,1,1001.81,136645,726
RET-008849,2014-01-10,defective,1,603.14,136646,757
RET-008850,2014-01-12,late_delivery,2,2219.36,136652,778
RET-008851,2014-01-06,defective,1,1018.76,136653,777
RET-008852,2014-01-06,late_delivery,3,2390.82,136683,2212
RET-008853,2013-12-29,defective,7,5391.62,136683,2213
RET-008854,2014-01-07,wrong_size,1,7839.37,136736,635
RET-008855,2014-01-16,changed_mind,3,1688.63,136750,791
RET-008856,2014-01-06,wrong_size,2,2000.16,136753,725
RET-008857,2014-01-05,changed_mind,4,2901.34,136792,794
RET-008858,2014-01-11,not_as_described,3,2757.73,136796,781
RET-008859,2014-01-15,changed_mind,2,1778.35,136796,782
RET-008860,2014-01-08,defective,2,2827.87,136801,760
RET-008861,2014-01-07,not_as_described,2,2229.04,136801,777
RET-008863,2014-01-03,changed_mind,1,796.21,136812,768
RET-008864,2014-01-12,defective,1,1165.09,136833,2238
RET-008865,2014-01-07,defective,4,4696.02,136833,2239
RET-008870,2014-01-11,wrong_size,2,2441.9,136852,2218
RET-008871,2014-01-06,not_as_described,2,2608.05,136852,2219
RET-008872,2014-01-17,wrong_size,5,28438.43,136875,2384
RET-008873,2014-01-21,defective,3,2377.21,136885,768
RET-008874,2014-01-05,not_as_described,1,589.74,136940,2235
RET-008875,2014-01-07,defective,4,12780.12,136950,606
RET-008876,2014-01-01,wrong_size,1,1397.69,136964,2219
RET-008878,2013-12-31,defective,2,6681.51,136982,733
RET-008879,2014-01-03,not_as_described,1,3299.54,136982,734
RET-008880,2014-01-07,late_delivery,6,2995.73,136988,2255
RET-008881,2014-01-01,wrong_size,2,2216.89,137021,777
RET-008882,2014-01-02,defective,1,1059.16,137021,778
RET-008883,2014-01-18,wrong_size,1,1224.37,137033,2238
RET-008884,2014-01-09,wrong_size,1,1247.63,137033,2239
RET-008885,2014-01-20,changed_mind,2,19663.76,137044,475
RET-008886,2014-01-12,wrong_size,1,660.18,137059,757
RET-008887,2013-12-31,wrong_size,4,2600.93,137059,758
RET-008889,2014-01-07,wrong_size,3,1666.64,137077,2254
RET-008890,2014-01-02,not_as_described,3,14811.63,137117,2054
RET-008892,2014-01-10,wrong_size,3,33460.24,137186,819
RET-008893,2014-01-15,changed_mind,1,6873.29,137200,1897
RET-008894,2014-01-21,wrong_size,1,708.34,137204,793
RET-008895,2014-01-10,wrong_size,4,6816.93,137207,762
RET-008898,2014-01-13,late_delivery,1,1312.7,137259,716
RET-008899,2014-01-20,defective,1,693.34,137279,757
RET-008900,2014-01-13,wrong_size,2,16306.77,137292,443
RET-008901,2014-01-17,wrong_size,1,917.11,137319,725
RET-008903,2014-01-07,changed_mind,6,15765.74,137358,2277
RET-008904,2014-01-11,wrong_size,4,30629.96,137367,644
RET-008905,2014-01-06,not_as_described,2,1604.1,137395,2212
RET-008906,2014-01-19,wrong_size,4,3326.01,137395,2213
RET-008908,2014-01-08,wrong_size,6,4786.4,137408,2241
RET-008909,2014-01-23,defective,1,3822.36,137417,572
RET-008913,2014-01-04,changed_mind,1,592.55,137473,791
RET-008914,2014-01-04,defective,6,3819.16,137473,792
RET-008916,2014-01-11,changed_mind,2,6001.74,137504,763
RET-008917,2014-01-03,not_as_described,3,8695.67,137504,764
RET-008922,2013-12-31,wrong_size,4,5173.69,137605,716
RET-008923,2014-01-17,late_delivery,5,2791.66,137621,791
RET-008925,2014-01-07,late_delivery,1,1448.98,137678,760
RET-008926,2014-01-09,wrong_size,1,9315.15,137679,93
RET-008929,2014-01-15,changed_mind,1,4742.62,137697,163
RET-008930,2014-01-20,wrong_size,1,808.54,137715,1964
RET-008931,2014-01-19,defective,3,3274.99,137728,1095
RET-008932,2014-01-16,wrong_size,2,1392.34,137772,758
RET-008933,2014-01-21,late_delivery,2,2400.86,137782,1058
RET-008934,2014-01-14,changed_mind,5,13850.56,137787,1066
RET-008936,2014-01-16,defective,1,558.79,137842,792
RET-008937,2014-01-04,defective,6,5376.6,137858,781
RET-008938,2014-01-13,not_as_described,4,2235.96,137863,791
RET-008939,2014-01-17,defective,5,3100.53,137863,792
RET-008940,2014-01-02,defective,1,872.96,137866,767
RET-008941,2014-01-06,defective,4,3149.04,137869,767
RET-008942,2014-01-17,defective,3,2553.76,137869,768
RET-008943,2013-12-29,changed_mind,5,10717.46,137885,1082
RET-008944,2014-01-13,wrong_size,1,1348.35,137900,1061
RET-008945,2014-01-04,changed_mind,2,7921.24,137937,355
RET-008946,2014-01-13,late_delivery,2,1018.71,137947,1975
RET-008947,2014-01-14,wrong_size,2,2361.71,137971,777
RET-008948,2014-01-04,not_as_described,3,21619.03,137975,1768
RET-008950,2014-01-10,wrong_size,1,1094.4,137991,778
RET-008951,2014-01-10,defective,1,790.7,138020,1964
RET-008952,2014-01-18,defective,2,1693.81,138020,1965
RET-008953,2014-01-23,not_as_described,3,4809.71,138022,1941
RET-008955,2014-01-12,defective,2,1391.82,138076,793
RET-008956,2014-01-17,wrong_size,1,674.54,138076,794
RET-008957,2014-01-15,wrong_size,1,1404.08,138113,715
RET-008958,2014-01-04,wrong_size,1,1283.98,138113,716
RET-008959,2014-01-17,defective,1,5944.86,138124,559
RET-008960,2014-01-19,defective,3,1833.16,138138,757
RET-008961,2014-01-11,defective,1,651.61,138138,758
RET-008962,2014-01-10,wrong_size,1,588.54,138147,791
RET-008963,2014-01-18,wrong_size,2,1673.04,138157,767
RET-008964,2014-01-05,wrong_size,6,4702.32,138157,768
RET-008965,2014-01-04,wrong_size,1,8627.99,138159,499
RET-008966,2014-01-14,changed_mind,4,6269.76,138187,762
RET-008967,2014-01-11,defective,2,1099.38,138218,791
RET-008968,2014-01-17,not_as_described,1,544.88,138218,792
RET-008969,2014-01-11,wrong_size,2,15685.11,138223,580
RET-008971,2014-01-08,wrong_size,7,6558.81,138242,781
RET-008972,2014-01-04,wrong_size,3,2786.0,138242,782
RET-008973,2014-01-22,wrong_size,1,2918.19,138291,689
RET-008974,2014-01-09,wrong_size,2,1172.78,138317,791
RET-008975,2014-01-10,wrong_size,1,614.1,138318,792
RET-008976,2014-01-06,defective,3,1755.77,138322,792
RET-008977,2014-01-12,changed_mind,3,1729.67,138323,791
RET-008978,2014-01-19,not_as_described,3,1892.75,138323,792
RET-008979,2014-01-16,changed_mind,1,597.75,138332,791
RET-008981,2014-01-19,defective,3,25133.06,138381,491
RET-008982,2014-01-25,late_delivery,4,33013.72,138399,609
RET-008983,2014-01-20,wrong_size,4,2679.31,138436,757
RET-008984,2014-01-18,defective,5,41850.3,138439,103
RET-008985,2014-01-06,wrong_size,4,11977.11,138465,763
RET-008986,2014-01-18,defective,1,1399.17,138479,715
RET-008987,2014-01-18,changed_mind,6,8530.71,138479,716
RET-008989,2014-01-12,wrong_size,1,1443.5,138515,981
RET-008990,2014-01-26,wrong_size,1,2899.82,138542,763
RET-008991,2014-01-10,defective,2,2763.76,138553,715
RET-008994,2014-01-01,wrong_size,1,3581.7,138590,631
RET-008995,2014-01-15,wrong_size,8,4958.02,138594,791
RET-008996,2014-01-12,late_delivery,1,606.98,138594,792
RET-008997,2014-01-04,wrong_size,1,3071.77,138688,1982
RET-008998,2014-01-23,defective,3,3710.46,138789,2219
RET-008999,2014-01-12,defective,4,11242.12,138806,1097
RET-009000,2014-01-06,wrong_size,2,5777.46,138806,1098
RET-009003,2014-01-15,defective,2,1724.93,138823,2212
RET-009004,2014-01-18,changed_mind,5,3043.27,138830,792
RET-009005,2014-01-21,defective,2,1831.43,138839,1000
RET-009007,2014-01-18,wrong_size,1,782.2,138844,1085
RET-009008,2014-01-12,wrong_size,5,4527.7,138844,1086
RET-009009,2014-01-19,defective,3,3197.18,138860,2238
RET-009010,2014-01-19,changed_mind,3,1865.95,138869,2234
RET-009011,2014-01-25,defective,4,2455.49,138869,2235
RET-009012,2014-01-24,wrong_size,3,1970.86,138871,757
RET-009013,2014-01-11,wrong_size,1,1153.8,138885,2238
RET-009016,2014-01-11,changed_mind,4,7053.44,138898,761
RET-009017,2014-01-27,wrong_size,3,4889.68,138898,762
RET-009018,2014-01-22,changed_mind,1,642.56,138933,2235
RET-009019,2014-01-12,defective,1,10473.66,138947,826
RET-009020,2014-01-25,not_as_described,6,20070.86,138979,734
RET-009021,2014-01-14,wrong_size,1,992.04,138993,782
RET-009022,2014-01-23,wrong_size,1,1270.02,138993,2253
RET-009025,2014-01-30,not_as_described,2,2124.52,139018,726
RET-009026,2014-01-19,defective,2,7396.69,139035,2099
RET-009027,2014-01-17,wrong_size,3,7288.17,139036,992
RET-009028,2014-01-16,late_delivery,3,8989.45,139038,734
RET-009029,2014-01-08,defective,1,1156.85,139046,1942
RET-009030,2014-01-25,defective,2,2270.95,139046,1943
RET-009031,2014-01-28,defective,2,1220.14,139049,2235
RET-009032,2014-01-13,wrong_size,1,1595.34,139054,1114
RET-009033,2014-01-17,not_as_described,1,942.77,139068,782
RET-009034,2014-01-10,not_as_described,1,953.75,139098,726
RET-009035,2014-01-12,not_as_described,1,868.82,139111,2212
RET-009036,2014-01-07,changed_mind,2,1817.31,139111,2213
RET-009037,2014-01-13,late_delivery,4,6247.53,139112,761
RET-009038,2014-01-11,changed_mind,1,7929.81,139142,635
RET-009039,2014-01-18,not_as_described,1,844.52,139159,767
RET-009040,2014-01-07,changed_mind,2,1737.34,139159,768
RET-009041,2014-01-14,changed_mind,5,58048.3,139183,949
RET-009043,2014-01-14,defective,5,3111.03,139218,792
RET-009044,2014-01-23,changed_mind,7,5715.46,139223,1000
RET-009046,2014-01-24,wrong_size,1,920.45,139257,1085
RET-009047,2014-01-20,defective,4,3283.79,139271,1085
RET-009048,2014-01-22,defective,2,1623.99,139271,1086
RET-009049,2014-01-11,wrong_size,1,1434.19,139279,1062
RET-009050,2014-01-18,not_as_described,1,756.03,139315,2213
RET-009051,2014-01-12,wrong_size,7,33307.51,139322,2373
RET-009052,2014-01-20,late_delivery,1,2565.09,139345,2388
RET-009053,2014-01-10,wrong_size,3,3088.6,139348,725
RET-009054,2014-01-23,wrong_size,6,5845.73,139348,726
RET-009055,2014-01-20,changed_mind,1,986.96,139364,725
RET-009056,2014-01-20,defective,5,12791.39,139408,1489
RET-009057,2014-01-15,defective,3,7389.6,139408,1490
RET-009058,2014-01-25,not_as_described,3,3643.56,139409,2253
RET-009059,2014-01-20,defective,1,5322.46,139441,2055
RET-009060,2014-01-12,changed_mind,2,5890.49,139477,733
RET-009061,2014-01-20,defective,5,14685.82,139477,734
RET-009062,2014-01-20,wrong_size,1,1252.41,139489,759
RET-009063,2014-01-10,wrong_size,5,7301.45,139503,759
RET-009064,2014-01-21,defective,2,2918.34,139503,760
RET-009065,2014-01-23,late_delivery,2,5245.29,139508,1489
RET-009066,2014-01-13,not_as_described,1,3317.63,139521,1512
RET-009067,2014-01-22,defective,3,3639.55,139536,2252
RET-009068,2014-01-19,wrong_size,5,5838.55,139536,2253
RET-009069,2014-01-07,late_delivery,1,1557.22,139543,1391
RET-009071,2014-01-27,late_delivery,1,1248.23,139552,1934
RET-009072,2014-01-13,wrong_size,4,4583.66,139552,2252
RET-009073,2014-01-18,defective,1,3445.68,139577,2354
RET-009074,2014-01-15,not_as_described,1,2675.34,139585,763
RET-009075,2014-01-17,defective,3,8507.86,139586,764
RET-009077,2014-01-13,changed_mind,1,811.59,139670,2212
RET-009078,2014-01-19,not_as_described,5,28333.21,139672,1286
RET-009079,2014-01-15,changed_mind,3,2608.91,139734,2396
RET-009080,2014-01-23,not_as_described,1,566.65,139749,792
RET-009082,2014-01-22,not_as_described,4,13703.39,139764,2275
RET-009083,2014-01-16,late_delivery,3,2705.68,139780,767
RET-009084,2014-01-15,defective,1,1112.12,139809,777
RET-009085,2014-01-26,not_as_described,1,7464.62,139839,103
RET-009087,2014-01-25,not_as_described,7,54491.52,139870,635
RET-009088,2014-01-08,not_as_described,2,1219.03,139877,791
RET-009090,2014-01-11,defective,4,4149.26,139926,782
RET-009091,2014-01-15,wrong_size,2,1523.98,139928,794
RET-009092,2014-01-11,defective,5,24138.04,139957,1201
RET-009093,2014-01-21,late_delivery,1,3332.95,139962,631
RET-009094,2014-01-17,defective,7,3644.87,139969,1975
RET-009095,2014-01-27,wrong_size,4,2430.86,139978,791
RET-009096,2014-01-16,wrong_size,1,1597.71,139981,762
RET-009100,2014-01-10,changed_mind,7,27757.29,140032,990
RET-009101,2014-01-27,not_as_described,2,1497.94,140055,2212
RET-009102,2014-01-19,not_as_described,2,18128.44,140089,475
RET-009103,2014-01-06,late_delivery,3,10181.65,140089,2275
RET-009104,2014-01-23,late_delivery,8,5226.48,140103,791
RET-009105,2014-01-24,changed_mind,6,3818.89,140103,792
RET-009107,2014-01-12,defective,1,554.36,140113,792
RET-009108,2014-01-27,not_as_described,3,3122.02,140132,777
RET-009109,2014-01-19,wrong_size,1,1309.1,140132,2218
RET-009110,2014-01-22,wrong_size,3,4327.63,140147,760
RET-009112,2014-01-18,wrong_size,4,2019.48,140200,2254
RET-009113,2014-01-17,defective,1,565.99,140200,2255
RET-009114,2014-01-17,late_delivery,3,34002.81,140208,819
RET-009116,2014-01-18,wrong_size,2,2959.42,140242,1980
RET-009117,2014-01-18,defective,6,9535.65,140256,761
RET-009118,2014-01-13,not_as_described,3,4459.65,140256,762
RET-009120,2014-01-15,defective,3,4774.93,140280,761
RET-009121,2014-01-27,wrong_size,2,1629.87,140281,768
RET-009122,2014-01-14,wrong_size,2,2473.99,140306,1935
RET-009123,2014-01-10,not_as_described,3,22387.58,140358,565
RET-009124,2014-01-16,defective,1,767.33,140364,793
RET-009125,2014-01-08,wrong_size,1,738.46,140364,794
RET-009126,2014-01-14,defective,1,1000.6,140406,726
RET-009129,2014-01-12,wrong_size,1,1017.66,140413,725
RET-009130,2014-01-22,not_as_described,1,987.7,140433,726
RET-009131,2014-01-13,changed_mind,3,1461.55,140433,1974
RET-009132,2014-01-23,not_as_described,1,2909.46,140463,2262
RET-009133,2014-01-19,wrong_size,1,1689.04,140474,761
RET-009134,2014-01-26,changed_mind,3,4984.82,140474,762
RET-009135,2014-01-09,not_as_described,2,2755.09,140505,715
RET-009136,2014-01-11,changed_mind,6,8646.01,140505,716
RET-009137,2014-01-23,wrong_size,1,7931.28,140519,491
RET-009138,2014-01-09,wrong_size,1,7981.07,140531,648
RET-009139,2014-01-08,wrong_size,3,8221.18,140553,1044
RET-009141,2014-01-22,changed_mind,1,759.45,140570,793
RET-009142,2014-01-24,wrong_size,2,1404.66,140570,794
RET-009143,2014-01-13,defective,1,7802.13,140582,443
RET-009144,2014-01-30,wrong_size,1,4519.38,140582,927
RET-009145,2014-01-18,defective,6,16894.75,140590,764
RET-009146,2014-01-11,defective,1,1176.58,140643,1935
RET-009148,2014-01-09,defective,1,482.21,140704,2254
RET-009149,2014-01-20,wrong_size,3,2442.56,140743,794
RET-009150,2014-01-18,not_as_described,3,10317.04,140883,733
RET-009151,2014-01-24,changed_mind,1,3533.93,140883,734
RET-009156,2014-01-23,wrong_size,4,9546.66,141027,769
RET-009157,2014-01-24,changed_mind,2,4960.81,141027,770
RET-009158,2014-01-24,wrong_size,4,2533.67,141098,792
RET-009161,2014-01-24,changed_mind,2,9020.59,141120,2050
RET-009162,2014-01-08,not_as_described,2,5702.6,141167,763
RET-009163,2014-01-12,changed_mind,6,7331.51,141167,1962
RET-009164,2014-01-24,changed_mind,1,3204.28,141172,733
RET-009165,2014-01-19,wrong_size,4,2349.07,141174,791
RET-009166,2014-01-19,wrong_size,1,572.9,141174,792
RET-009171,2014-01-06,not_as_described,3,9001.61,141225,797
RET-009172,2014-01-17,late_delivery,2,5863.74,141247,729
RET-009173,2014-01-14,defective,4,4404.75,141256,778
RET-009174,2014-01-26,changed_mind,3,2266.83,141268,793
RET-009175,2014-01-23,not_as_described,3,2241.91,141268,794
RET-009176,2014-01-28,wrong_size,2,5609.06,141273,2262
RET-009182,2014-01-30,wrong_size,3,4041.39,141287,804
RET-009186,2014-01-16,defective,1,3205.69,141371,2269
RET-009188,2014-01-24,not_as_described,3,3936.94,141381,804
RET-009190,2014-01-09,not_as_described,6,74547.2,141425,475
RET-009191,2014-01-21,changed_mind,4,6620.92,141480,2218
RET-009192,2014-01-14,not_as_described,2,3074.05,141480,2219
RET-009194,2014-01-26,wrong_size,1,1667.77,141522,2218
RET-009195,2014-01-28,defective,4,50443.83,141532,475
RET-009197,2014-01-14,defective,1,4126.41,141599,631
RET-009199,2014-01-28,wrong_size,3,9813.56,141615,788
RET-009200,2014-01-24,not_as_described,7,4397.11,141623,1093
RET-009201,2014-01-31,changed_mind,1,622.24,141623,1094
RET-009203,2014-01-29,wrong_size,2,3165.64,141654,759
RET-009204,2014-01-15,defective,1,1689.3,141654,760
RET-009205,2014-01-18,defective,3,14990.65,141661,1155
RET-009206,2014-01-13,defective,5,48765.66,141700,635
RET-009208,2014-01-15,wrong_size,1,696.07,141713,792
RET-009209,2014-01-16,wrong_size,3,2251.47,141714,791
RET-009210,2014-01-22,changed_mind,2,19583.01,141721,648
RET-009211,2014-01-19,wrong_size,3,29181.77,141729,491
RET-009212,2014-01-21,late_delivery,1,4875.53,141752,1196
RET-009213,2014-01-25,defective,3,8424.16,141803,1490
RET-009218,2014-01-22,not_as_described,3,28767.15,141907,467
RET-009219,2014-01-13,wrong_size,1,3563.13,141907,734
RET-009220,2014-01-30,defective,1,1153.75,141922,782
RET-009221,2014-01-24,changed_mind,5,6382.25,141923,781
RET-009222,2014-01-26,not_as_described,1,1163.51,141938,1086
RET-009223,2014-01-22,wrong_size,2,6689.78,141991,1066
RET-009224,2014-02-01,not_as_described,3,3002.35,141996,2240
RET-009226,2014-01-15,defective,6,30513.98,142000,2359
RET-009228,2014-01-18,changed_mind,1,863.23,142084,758
RET-009229,2014-01-17,not_as_described,1,3726.28,142114,764
RET-009230,2014-02-05,not_as_described,3,9551.48,142119,1920
RET-009231,2014-01-29,not_as_described,1,2050.4,142129,1391
RET-009232,2014-01-23,wrong_size,1,1458.34,142143,1057
RET-009233,2014-01-19,wrong_size,2,7081.87,142155,964
RET-009234,2014-01-14,defective,4,16843.73,142167,631
RET-009235,2014-01-18,wrong_size,6,21785.77,142171,976
RET-009237,2014-01-17,changed_mind,5,57090.47,142186,826
RET-009238,2014-02-04,wrong_size,1,9892.82,142196,432
RET-009239,2014-01-24,changed_mind,1,2039.5,142220,981
RET-009240,2014-02-02,changed_mind,8,6021.32,142241,792
RET-009241,2014-01-16,not_as_described,4,16844.26,142253,733
RET-009242,2014-01-15,defective,2,8626.73,142253,734
RET-009243,2014-01-27,wrong_size,2,11044.69,142259,604
RET-009246,2014-02-06,changed_mind,1,1149.06,142286,725
RET-009248,2014-01-22,wrong_size,7,9264.76,142308,778
RET-009249,2014-01-22,wrong_size,5,17402.32,142372,2269
RET-009250,2014-01-23,changed_mind,1,3886.18,142374,763
RET-009251,2014-01-29,late_delivery,2,7263.3,142374,764
RET-009253,2014-02-04,wrong_size,1,710.58,142388,792
RET-009254,2014-01-28,late_delivery,1,1511.9,142399,2205
RET-009257,2014-01-29,defective,2,3267.16,142462,759
RET-009258,2014-02-01,changed_mind,1,1653.01,142462,760
RET-009259,2014-01-26,wrong_size,1,1373.13,142508,2239
RET-009260,2014-02-07,wrong_size,2,7899.07,142526,1543
RET-009261,2014-01-27,wrong_size,1,3603.1,142526,1544
RET-009262,2014-01-19,defective,1,3678.49,142543,764
RET-009263,2014-01-27,changed_mind,1,4072.55,142559,734
RET-009264,2014-02-01,not_as_described,4,42681.04,142561,432
RET-009265,2014-01-25,late_delivery,4,23171.58,142574,966
RET-009266,2014-01-27,changed_mind,6,4697.46,142582,792
RET-009267,2014-01-31,defective,1,3855.25,142591,2262
RET-009268,2014-01-28,changed_mind,1,3681.53,142591,2263
RET-009271,2014-01-23,late_delivery,3,29397.76,142709,491
RET-009276,2014-01-28,defective,1,3806.0,142728,2215
RET-009277,2014-02-03,late_delivery,6,19502.85,142750,1098
RET-009278,2014-01-19,late_delivery,3,35418.64,142798,566
RET-009279,2014-02-08,defective,2,4794.15,142828,1109
RET-009280,2014-02-09,wrong_size,2,4850.43,142828,1110
RET-009282,2014-02-10,changed_mind,1,2575.99,142845,2222
RET-009283,2014-02-01,defective,6,15103.32,142845,2223
RET-009284,2014-01-24,defective,1,1771.05,142847,2204
RET-009286,2014-01-28,wrong_size,1,4097.72,142869,631
RET-009287,2014-01-19,defective,1,9711.13,142875,510
RET-009288,2014-02-09,not_as_described,1,3909.18,142882,734
RET-009289,2014-02-02,wrong_size,6,6357.04,142882,2396
RET-009290,2014-02-01,changed_mind,2,7407.96,142894,734
RET-009292,2014-01-25,not_as_described,2,6101.91,142927,770
RET-009293,2014-02-06,wrong_size,1,3113.65,142936,769
RET-009294,2014-01-30,wrong_size,2,2472.91,142946,725
RET-009295,2014-02-06,not_as_described,2,2549.15,142946,726
RET-009296,2014-01-24,defective,1,3474.69,143004,763
RET-009297,2014-02-08,wrong_size,1,3840.48,143004,764
RET-009298,2014-02-14,wrong_size,1,5371.98,143060,36
RET-009299,2014-02-04,defective,4,7189.54,143092,1391
RET-009300,2014-02-03,not_as_described,2,3715.87,143092,1392
RET-009301,2014-02-01,not_as_described,5,22912.11,143127,2359
RET-009302,2014-01-28,defective,2,1952.1,143145,794
RET-009303,2014-02-03,not_as_described,2,3408.12,143153,804
RET-009304,2014-01-28,not_as_described,1,10948.47,143228,826
RET-009305,2014-01-29,wrong_size,5,9314.04,143235,759
RET-009306,2014-02-07,wrong_size,1,1680.87,143235,760
RET-009307,2014-02-12,wrong_size,5,18520.26,143235,2262
RET-009309,2014-01-28,not_as_described,1,3294.47,143249,729
RET-009310,2014-01-28,changed_mind,3,11027.44,143249,730
RET-009311,2014-02-16,wrong_size,1,9429.01,143278,641
RET-009312,2014-02-03,defective,1,8869.97,143315,609
RET-009313,2014-01-28,changed_mind,3,16846.58,143401,604
RET-009315,2014-02-09,not_as_described,1,4061.83,143418,2334
RET-009318,2014-02-03,defective,6,58680.44,143546,644
RET-009319,2014-02-01,defective,1,10472.51,143547,551
RET-009320,2014-01-30,not_as_described,1,1301.44,143548,1095
RET-009321,2014-02-13,not_as_described,1,1373.47,143548,1096
RET-009322,2014-02-11,wrong_size,7,65090.56,143550,622
RET-009325,2014-01-27,wrong_size,1,5363.72,143568,966
RET-009326,2014-02-07,late_delivery,1,765.57,143606,791
RET-009327,2014-02-20,changed_mind,2,1534.61,143606,792
RET-009328,2014-02-14,not_as_described,1,723.05,143628,2234
RET-009329,2014-02-10,defective,3,2131.8,143628,2235
RET-009330,2014-01-29,defective,2,3876.24,143697,761
RET-009331,2014-01-30,changed_mind,2,3787.08,143697,762
RET-009332,2014-02-08,changed_mind,7,5597.81,143708,791
RET-009333,2014-02-05,changed_mind,7,26669.07,143710,2215
RET-009334,2014-02-03,not_as_described,4,27168.76,143732,2331
RET-009336,2014-02-13,wrong_size,3,32135.88,143780,432
RET-009338,2014-02-05,not_as_described,4,3059.51,143825,791
RET-009339,2014-02-01,wrong_size,3,2200.96,143825,792
RET-009340,2014-02-06,defective,2,1346.42,143827,2254
RET-009341,2014-02-07,wrong_size,2,1427.44,143830,791
RET-009342,2014-01-29,wrong_size,2,1691.11,143830,792
RET-009343,2014-02-04,wrong_size,1,1750.08,143857,1061
RET-009344,2014-02-09,wrong_size,2,19890.71,143928,432
RET-009345,2014-02-03,late_delivery,5,49926.75,143975,676
RET-009346,2014-02-08,wrong_size,3,3784.62,143978,1005
RET-009348,2014-02-19,not_as_described,3,33083.35,143996,500
RET-009349,2014-02-09,wrong_size,2,20710.95,144013,418
RET-009350,2014-02-06,wrong_size,4,15875.87,144024,1186
RET-009351,2014-02-12,late_delivery,1,2735.48,144030,1116
RET-009352,2014-01-31,wrong_size,1,4283.73,144038,733
RET-009353,2014-02-14,wrong_size,2,18327.23,144049,641
RET-009355,2014-02-16,not_as_described,1,4162.9,144084,1413
RET-009356,2014-02-13,changed_mind,1,4486.99,144093,2149
RET-009357,2014-02-14,wrong_size,6,10320.06,144097,804
RET-009358,2014-02-07,changed_mind,1,10654.69,144106,670
RET-009359,2014-02-14,late_delivery,2,1402.34,144130,2254
RET-009360,2014-02-13,wrong_size,4,39068.12,144141,622
RET-009361,2014-02-01,defective,2,20520.93,144180,499
RET-009363,2014-02-10,not_as_described,2,11790.37,144227,2064
RET-009364,2014-02-16,wrong_size,6,17784.21,144229,1116
RET-009365,2014-02-19,wrong_size,6,4300.4,144248,792
RET-009366,2014-02-13,not_as_described,5,3997.51,144259,791
RET-009367,2014-02-15,wrong_size,2,1495.31,144267,791
RET-009368,2014-02-14,changed_mind,2,1405.55,144267,792
RET-009369,2014-02-17,changed_mind,7,5287.26,144278,791
RET-009370,2014-02-04,wrong_size,2,7367.83,144287,733
RET-009371,2014-02-10,not_as_described,1,4162.96,144287,734
RET-009372,2014-02-07,late_delivery,4,43242.47,144320,491
RET-009374,2014-02-20,changed_mind,6,37972.71,144364,2070
RET-009375,2014-02-15,wrong_size,7,67190.41,144369,641
RET-009376,2014-02-10,wrong_size,4,68143.68,144398,447
RET-009377,2014-02-16,wrong_size,3,4355.48,144405,778
RET-009378,2014-02-12,wrong_size,5,29361.89,144412,604
RET-009379,2014-02-11,defective,5,25854.32,144418,2332
RET-009380,2014-02-06,wrong_size,4,13651.63,144422,2269
RET-009381,2014-01-30,late_delivery,3,10711.51,144428,763
RET-009383,2014-02-14,not_as_described,2,4450.15,144479,761
RET-009384,2014-02-04,wrong_size,1,2208.48,144479,762
RET-009385,2014-02-03,defective,2,20295.5,144491,644
RET-009386,2014-02-12,changed_mind,1,5794.54,144492,604
RET-009388,2014-02-09,wrong_size,1,3837.11,144495,964
RET-009389,2014-02-03,defective,4,15424.36,144506,729
RET-009390,2014-02-14,wrong_size,1,3796.49,144506,730
RET-009391,2014-02-12,wrong_size,1,1123.86,144582,1086
RET-009392,2014-02-07,changed_mind,1,9782.12,144597,609
RET-009393,2014-02-18,wrong_size,1,4242.02,144621,1413
RET-009394,2014-02-18,wrong_size,1,4166.19,144621,1414
RET-009395,2014-02-04,wrong_size,1,3102.84,144637,1053
RET-009398,2014-02-15,wrong_size,1,4399.28,144691,1181
RET-009399,2014-02-14,wrong_size,3,11450.76,144739,2275
RET-009400,2014-02-19,not_as_described,2,9902.37,144740,2359
RET-009401,2014-02-16,not_as_described,2,19185.57,144768,580
RET-009403,2014-02-21,changed_mind,6,62874.98,144788,635
RET-009404,2014-02-04,not_as_described,4,17846.74,144854,2180
RET-009405,2014-02-09,wrong_size,3,31006.49,144863,671
