snapshot_date,product_id,stock_on_hand,units_received,units_sold,stockout_days,days_of_supply,fill_rate,stockout_flag,overstock_flag,reorder_flag,sell_through_rate,productsproduct_id
2019-01-31,716,251,2,2,2,3765.0,0.9333,1,1,0,0.0079,716
2019-07-31,716,251,1,1,0,7530.0,1.0,0,1,0,0.004,716
2019-12-31,716,251,1,1,0,7530.0,1.0,0,1,0,0.004,716
2020-02-29,716,251,1,1,1,7530.0,0.9667,1,1,0,0.004,716
2020-04-30,716,251,1,1,1,7530.0,0.9667,1,1,0,0.004,716
2020-06-30,716,251,1,1,1,7530.0,0.9667,1,1,0,0.004,716
2020-09-30,716,251,1,1,0,7530.0,1.0,0,1,0,0.004,716
2021-02-28,716,251,1,1,0,7530.0,1.0,0,1,0,0.004,716
2016-08-31,717,12,4,4,0,90.0,1.0,0,0,0,0.25,717
2016-09-30,717,12,3,3,0,120.0,1.0,0,1,0,0.2,717
2016-10-31,717,13,8,7,2,55.7,0.9333,1,0,0,0.35,717
2016-11-30,717,13,2,2,2,195.0,0.9333,1,1,0,0.1333,717
2016-12-31,717,13,6,6,0,65.0,1.0,0,0,0,0.3158,717
2017-02-28,717,13,3,3,2,130.0,0.9333,1,1,0,0.1875,717
2017-03-31,717,14,5,4,0,105.0,1.0,0,1,0,0.2222,717
2017-04-30,717,15,7,6,1,75.0,0.9667,1,0,0,0.2857,717
2017-05-31,717,15,3,3,1,150.0,0.9667,1,1,0,0.1667,717
2017-06-30,717,15,4,4,0,112.5,1.0,0,1,0,0.2105,717
2017-09-30,717,16,7,6,1,80.0,0.9667,1,0,0,0.2727,717
2017-10-31,717,18,10,8,0,67.5,1.0,0,0,0,0.3077,717
2017-11-30,717,19,6,5,2,114.0,0.9333,1,1,0,0.2083,717
2017-12-31,717,22,20,17,2,38.8,0.9333,1,0,0,0.4359,717
2018-01-31,717,22,3,3,1,220.0,0.9667,1,1,0,0.12,717
2018-02-28,717,23,7,6,2,115.0,0.9333,1,1,0,0.2069,717
2018-03-31,717,24,8,7,2,102.9,0.9333,1,1,0,0.2258,717
2018-04-30,717,24,2,2,2,360.0,0.9333,1,1,0,0.0769,717
2018-05-31,717,24,4,4,1,180.0,0.9667,1,1,0,0.1429,717
2018-06-30,717,24,2,2,2,360.0,0.9333,1,1,0,0.0769,717
2018-07-31,717,24,2,2,0,360.0,1.0,0,1,0,0.0769,717
2018-08-31,717,24,3,3,2,240.0,0.9333,1,1,0,0.1111,717
2018-09-30,717,24,1,1,1,720.0,0.9667,1,1,0,0.04,717
2018-10-31,717,24,5,5,2,144.0,0.9333,1,1,0,0.1724,717
2018-11-30,717,24,1,1,0,720.0,1.0,0,1,0,0.04,717
2018-12-31,717,24,1,1,1,720.0,0.9667,1,1,0,0.04,717
2019-01-31,717,24,1,1,1,720.0,0.9667,1,1,0,0.04,717
2019-02-28,717,24,1,1,2,720.0,0.9333,1,1,0,0.04,717
2019-04-30,717,24,2,2,1,360.0,0.9667,1,1,0,0.0769,717
2019-09-30,717,24,2,2,0,360.0,1.0,0,1,0,0.0769,717
2020-04-30,717,24,1,1,0,720.0,1.0,0,1,0,0.04,717
2020-07-31,717,24,1,1,1,720.0,0.9667,1,1,0,0.04,717
2022-04-30,717,24,1,1,2,720.0,0.9333,1,1,0,0.04,717
2022-05-31,717,24,1,1,0,720.0,1.0,0,1,0,0.04,717
2016-08-31,718,12,4,4,1,90.0,0.9667,1,0,0,0.25,718
2016-09-30,718,12,3,3,1,120.0,0.9667,1,1,0,0.2,718
2016-10-31,718,13,8,7,0,55.7,1.0,0,0,0,0.35,718
2016-11-30,718,13,2,2,2,195.0,0.9333,1,1,0,0.1333,718
2016-12-31,718,13,6,6,2,65.0,0.9333,1,0,0,0.3158,718
2017-02-28,718,13,3,3,1,130.0,0.9667,1,1,0,0.1875,718
2017-03-31,718,13,4,4,2,97.5,0.9333,1,1,0,0.2353,718
2017-04-30,718,14,7,6,0,70.0,1.0,0,0,0,0.3,718
2017-05-31,718,14,3,3,0,140.0,1.0,0,1,0,0.1765,718
2017-06-30,718,15,5,4,0,112.5,1.0,0,1,0,0.2105,718
2017-09-30,718,15,6,6,2,75.0,0.9333,1,0,0,0.2857,718
2017-10-31,718,16,9,8,2,60.0,0.9333,1,0,0,0.3333,718
2017-11-30,718,16,5,5,2,96.0,0.9333,1,1,0,0.2381,718
2017-12-31,718,20,21,17,1,35.3,0.9667,1,0,0,0.4595,718
2018-01-31,718,20,3,3,0,200.0,1.0,0,1,0,0.1304,718
2018-02-28,718,21,7,6,2,105.0,0.9333,1,1,0,0.2222,718
2018-03-31,718,22,8,7,1,94.3,0.9667,1,1,0,0.2414,718
2018-04-30,718,22,2,2,0,330.0,1.0,0,1,0,0.0833,718
2018-05-31,718,22,4,4,0,165.0,1.0,0,1,0,0.1538,718
2018-06-30,718,22,2,2,1,330.0,0.9667,1,1,0,0.0833,718
2018-07-31,718,22,2,2,1,330.0,0.9667,1,1,0,0.0833,718
2018-08-31,718,22,3,3,2,220.0,0.9333,1,1,0,0.12,718
2018-09-30,718,22,1,1,0,660.0,1.0,0,1,0,0.0435,718
2018-10-31,718,23,6,5,0,138.0,1.0,0,1,0,0.1786,718
2018-11-30,718,23,1,1,2,690.0,0.9333,1,1,0,0.0417,718
2018-12-31,718,23,1,1,1,690.0,0.9667,1,1,0,0.0417,718
2019-01-31,718,23,1,1,0,690.0,1.0,0,1,0,0.0417,718
2019-02-28,718,23,1,1,2,690.0,0.9333,1,1,0,0.0417,718
2019-04-30,718,23,2,2,1,345.0,0.9667,1,1,0,0.08,718
2019-09-30,718,23,2,2,0,345.0,1.0,0,1,0,0.08,718
2020-04-30,718,23,1,1,1,690.0,0.9667,1,1,0,0.0417,718
2020-07-31,718,23,1,1,1,690.0,0.9667,1,1,0,0.0417,718
2022-04-30,718,23,1,1,1,690.0,0.9667,1,1,0,0.0417,718
2022-05-31,718,23,1,1,1,690.0,0.9667,1,1,0,0.0417,718
2022-10-31,719,9,3,3,0,90.0,1.0,0,0,0,0.25,719
2022-11-30,719,15,31,25,16,18.0,0.4667,1,0,0,0.625,719
2022-12-31,719,38,111,88,24,13.0,0.2,1,0,0,0.6984,719
2022-10-31,720,9,3,3,0,90.0,1.0,0,0,0,0.25,720
2022-11-30,720,14,30,25,16,16.8,0.4667,1,0,0,0.641,720
2022-12-31,720,36,110,88,25,12.3,0.1667,1,0,0,0.7097,720
2012-07-31,725,452,176,138,0,98.3,1.0,0,1,0,0.2339,725
2012-08-31,725,484,200,168,1,86.4,0.9667,1,0,0,0.2577,725
2012-09-30,725,515,138,107,2,144.4,0.9333,1,1,0,0.172,725
2012-10-31,725,538,127,104,2,155.2,0.9333,1,1,0,0.162,725
2012-11-30,725,566,141,113,0,150.3,1.0,0,1,0,0.1664,725
2012-12-31,725,623,328,271,0,69.0,1.0,0,0,0,0.3031,725
2013-01-31,725,635,75,63,0,302.4,1.0,0,1,0,0.0903,725
2013-02-28,725,649,75,61,1,319.2,0.9667,1,1,0,0.0859,725
2013-03-31,725,667,107,89,0,224.8,1.0,0,1,0,0.1177,725
2013-04-30,725,679,126,114,0,178.7,1.0,0,1,0,0.1438,725
2013-05-31,725,691,105,93,0,222.9,1.0,0,1,0,0.1186,725
2013-06-30,725,720,141,112,0,192.9,1.0,0,1,0,0.1346,725
2013-07-31,725,755,164,129,2,175.6,0.9333,1,1,0,0.1459,725
2013-08-31,725,774,162,143,2,162.4,0.9333,1,1,0,0.1559,725
2013-09-30,725,796,119,97,0,246.2,1.0,0,1,0,0.1086,725
2013-10-31,725,815,89,70,0,349.3,1.0,0,1,0,0.0791,725
2013-11-30,725,836,110,89,1,281.8,0.9667,1,1,0,0.0962,725
2013-12-31,725,866,260,230,2,113.0,0.9333,1,1,0,0.2099,725
2014-01-31,725,874,51,43,0,609.8,1.0,0,1,0,0.0469,725
2014-02-28,725,882,45,37,2,715.1,0.9333,1,1,0,0.0403,725
2014-03-31,725,892,67,57,2,469.5,0.9333,1,1,0,0.0601,725
2014-04-30,725,907,96,81,2,335.9,0.9333,1,1,0,0.082,725
2014-05-31,725,923,108,92,0,301.0,1.0,0,1,0,0.0906,725
2014-06-30,725,945,103,81,1,350.0,0.9667,1,1,0,0.0789,725
2014-07-31,725,962,81,64,1,450.9,0.9667,1,1,0,0.0624,725
2014-08-31,725,985,121,98,1,301.5,0.9667,1,1,0,0.0905,725
2014-09-30,725,991,55,49,1,606.7,0.9667,1,1,0,0.0471,725
2014-10-31,725,996,28,23,0,1299.1,1.0,0,1,0,0.0226,725
2014-11-30,725,1001,51,46,2,652.8,0.9333,1,1,0,0.0439,725
2014-12-31,725,1005,47,43,1,701.2,0.9667,1,1,0,0.041,725
2015-01-31,725,1006,7,6,1,5030.0,0.9667,1,1,0,0.0059,725
2015-02-28,725,1006,4,4,2,7545.0,0.9333,1,1,0,0.004,725
2015-03-31,725,1007,7,6,1,5035.0,0.9667,1,1,0,0.0059,725
2015-04-30,725,1008,7,6,0,5040.0,1.0,0,1,0,0.0059,725
2015-05-31,725,1009,9,8,2,3783.8,0.9333,1,1,0,0.0079,725
2015-06-30,725,1009,2,2,2,15135.0,0.9333,1,1,0,0.002,725
2015-07-31,725,1009,2,2,1,15135.0,0.9667,1,1,0,0.002,725
2015-08-31,725,1009,1,1,0,30270.0,1.0,0,1,0,0.001,725
2015-10-31,725,1009,1,1,2,30270.0,0.9333,1,1,0,0.001,725
2015-12-31,725,1009,3,3,1,10090.0,0.9667,1,1,0,0.003,725
2016-08-31,725,1009,1,1,2,30270.0,0.9333,1,1,0,0.001,725
2017-04-30,725,1009,2,2,0,15135.0,1.0,0,1,0,0.002,725
2017-11-30,725,1009,1,1,1,30270.0,0.9667,1,1,0,0.001,725
2017-12-31,725,1009,1,1,1,30270.0,0.9667,1,1,0,0.001,725
2022-12-31,725,1009,1,1,1,30270.0,0.9667,1,1,0,0.001,725
2012-07-31,726,444,168,138,2,96.5,0.9333,1,1,0,0.2371,726
2012-08-31,726,476,200,168,1,85.0,0.9667,1,0,0,0.2609,726
2012-09-30,726,496,127,107,0,139.1,1.0,0,1,0,0.1774,726
2012-10-31,726,506,114,104,0,146.0,1.0,0,1,0,0.1705,726
2012-11-30,726,528,135,113,1,140.2,0.9667,1,1,0,0.1763,726
2012-12-31,726,567,310,271,0,62.8,1.0,0,0,0,0.3234,726
2013-01-31,726,576,72,63,2,274.3,0.9333,1,1,0,0.0986,726
2013-02-28,726,585,70,61,0,287.7,1.0,0,1,0,0.0944,726
2013-03-31,726,601,105,89,1,202.6,0.9667,1,1,0,0.129,726
2013-04-30,726,626,139,114,2,164.7,0.9333,1,1,0,0.1541,726
2013-05-31,726,646,113,93,0,208.4,1.0,0,1,0,0.1258,726
2013-06-30,726,660,126,112,1,176.8,0.9667,1,1,0,0.1451,726
2013-07-31,726,674,143,129,1,156.7,0.9667,1,1,0,0.1606,726
2013-08-31,726,700,169,143,1,146.9,0.9667,1,1,0,0.1696,726
2013-09-30,726,721,118,97,2,223.0,0.9333,1,1,0,0.1186,726
2013-10-31,726,728,77,70,2,312.0,0.9333,1,1,0,0.0877,726
2013-11-30,726,737,98,89,0,248.4,1.0,0,1,0,0.1077,726
2013-12-31,726,771,264,230,2,100.6,0.9333,1,1,0,0.2298,726
2014-01-31,726,780,52,43,0,544.2,1.0,0,1,0,0.0522,726
2014-02-28,726,789,46,37,0,639.7,1.0,0,1,0,0.0448,726
2014-03-31,726,795,63,57,0,418.4,1.0,0,1,0,0.0669,726
2014-04-30,726,807,93,81,2,298.9,0.9333,1,1,0,0.0912,726
2014-05-31,726,818,103,92,1,266.7,0.9667,1,1,0,0.1011,726
2014-06-30,726,840,103,81,2,311.1,0.9333,1,1,0,0.0879,726
2014-07-31,726,857,81,64,1,401.7,0.9667,1,1,0,0.0695,726
2014-08-31,726,876,117,98,1,268.2,0.9667,1,1,0,0.1006,726
2014-09-30,726,884,57,49,2,541.2,0.9333,1,1,0,0.0525,726
2014-10-31,726,889,28,23,1,1159.6,0.9667,1,1,0,0.0252,726
2014-11-30,726,897,54,46,0,585.0,1.0,0,1,0,0.0488,726
2014-12-31,726,902,48,43,0,629.3,1.0,0,1,0,0.0455,726
2015-01-31,726,903,7,6,2,4515.0,0.9333,1,1,0,0.0066,726
2015-02-28,726,903,4,4,1,6772.5,0.9667,1,1,0,0.0044,726
2015-03-31,726,904,7,6,0,4520.0,1.0,0,1,0,0.0066,726
2015-04-30,726,905,7,6,2,4525.0,0.9333,1,1,0,0.0066,726
2015-05-31,726,906,9,8,1,3397.5,0.9667,1,1,0,0.0088,726
2015-06-30,726,906,2,2,0,13590.0,1.0,0,1,0,0.0022,726
2015-07-31,726,906,2,2,1,13590.0,0.9667,1,1,0,0.0022,726
2015-08-31,726,906,1,1,0,27180.0,1.0,0,1,0,0.0011,726
2015-10-31,726,906,1,1,0,27180.0,1.0,0,1,0,0.0011,726
2015-12-31,726,906,3,3,2,9060.0,0.9333,1,1,0,0.0033,726
2016-08-31,726,906,1,1,1,27180.0,0.9667,1,1,0,0.0011,726
2017-04-30,726,906,2,2,2,13590.0,0.9333,1,1,0,0.0022,726
2017-11-30,726,906,1,1,0,27180.0,1.0,0,1,0,0.0011,726
2017-12-31,726,906,1,1,2,27180.0,0.9333,1,1,0,0.0011,726
2022-12-31,726,906,1,1,1,27180.0,0.9667,1,1,0,0.0011,726
2012-12-31,727,3,1,1,2,90.0,0.9333,1,0,0,0.25,727
2014-12-31,727,3,1,1,1,90.0,0.9667,1,0,0,0.25,727
2012-12-31,728,3,1,1,1,90.0,0.9667,1,0,0,0.25,728
2014-12-31,728,3,1,1,1,90.0,0.9667,1,0,0,0.25,728
2012-07-31,729,101,39,31,1,97.7,0.9667,1,1,0,0.2348,729
2012-08-31,729,111,52,42,1,79.3,0.9667,1,0,0,0.2745,729
2012-09-30,729,113,25,23,0,147.4,1.0,0,1,0,0.1691,729
2012-10-31,729,115,17,15,1,230.0,0.9667,1,1,0,0.1154,729
2012-11-30,729,118,22,19,2,186.3,0.9333,1,1,0,0.1387,729
2012-12-31,729,120,22,20,1,180.0,0.9667,1,1,0,0.1429,729
2013-01-31,729,122,11,9,2,406.7,0.9333,1,1,0,0.0687,729
2013-02-28,729,125,17,14,0,267.9,1.0,0,1,0,0.1007,729
2013-03-31,729,126,8,7,0,540.0,1.0,0,1,0,0.0526,729
2013-04-30,729,128,14,12,2,320.0,0.9333,1,1,0,0.0857,729
2013-05-31,729,128,3,3,0,1280.0,1.0,0,1,0,0.0229,729
2013-06-30,729,128,4,4,2,960.0,0.9333,1,1,0,0.0303,729
2013-07-31,729,131,16,13,1,302.3,0.9667,1,1,0,0.0903,729
2013-08-31,729,132,6,5,1,792.0,0.9667,1,1,0,0.0365,729
2013-09-30,729,132,6,6,2,660.0,0.9333,1,1,0,0.0435,729
2013-10-31,729,136,34,30,0,136.0,1.0,0,1,0,0.1807,729
2013-11-30,729,138,22,20,1,207.0,0.9667,1,1,0,0.1266,729
2013-12-31,729,144,34,28,0,154.3,1.0,0,1,0,0.1628,729
2014-01-31,729,145,15,14,1,310.7,0.9667,1,1,0,0.0881,729
2014-02-28,729,147,12,10,0,441.0,1.0,0,1,0,0.0637,729
2014-03-31,729,149,14,12,0,372.5,1.0,0,1,0,0.0745,729
2014-04-30,729,155,30,24,0,193.8,1.0,0,1,0,0.1341,729
2014-05-31,729,159,27,23,1,207.4,0.9667,1,1,0,0.1264,729
2014-06-30,729,160,14,13,1,369.2,0.9667,1,1,0,0.0751,729
2014-07-31,729,164,22,18,2,273.3,0.9333,1,1,0,0.0989,729
2014-08-31,729,167,18,15,1,334.0,0.9667,1,1,0,0.0824,729
2014-09-30,729,169,12,10,2,507.0,0.9333,1,1,0,0.0559,729
2014-10-31,729,171,14,12,2,427.5,0.9333,1,1,0,0.0656,729
2014-11-30,729,173,13,11,0,471.8,1.0,0,1,0,0.0598,729
2014-12-31,729,175,15,13,0,403.8,1.0,0,1,0,0.0691,729
2015-01-31,729,178,27,24,2,222.5,0.9333,1,1,0,0.1188,729
2015-02-28,729,183,38,33,2,166.4,0.9333,1,1,0,0.1528,729
2015-03-31,729,189,35,29,0,195.5,1.0,0,1,0,0.133,729
2015-04-30,729,197,40,32,2,184.7,0.9333,1,1,0,0.1397,729
2015-05-31,729,202,27,22,1,275.5,0.9667,1,1,0,0.0982,729
2015-06-30,729,204,13,11,2,556.4,0.9333,1,1,0,0.0512,729
2015-07-31,729,207,19,16,2,388.1,0.9333,1,1,0,0.0717,729
2015-08-31,729,208,10,9,0,693.3,1.0,0,1,0,0.0415,729
2015-09-30,729,209,6,5,0,1254.0,1.0,0,1,0,0.0234,729
2015-10-31,729,210,9,8,1,787.5,0.9667,1,1,0,0.0367,729
2015-11-30,729,211,5,4,2,1582.5,0.9333,1,1,0,0.0186,729
2015-12-31,729,212,11,10,2,636.0,0.9333,1,1,0,0.045,729
2016-01-31,729,214,12,10,2,642.0,0.9333,1,1,0,0.0446,729
2016-02-29,729,215,12,11,1,586.4,0.9667,1,1,0,0.0487,729
2016-03-31,729,215,3,3,2,2150.0,0.9333,1,1,0,0.0138,729
2016-04-30,729,216,9,8,0,810.0,1.0,0,1,0,0.0357,729
2016-05-31,729,217,6,5,1,1302.0,0.9667,1,1,0,0.0225,729
2016-06-30,729,218,8,7,2,934.3,0.9333,1,1,0,0.0311,729
2016-07-31,729,219,10,9,0,730.0,1.0,0,1,0,0.0395,729
2016-08-31,729,219,3,3,0,2190.0,1.0,0,1,0,0.0135,729
2016-09-30,729,219,1,1,1,6570.0,0.9667,1,1,0,0.0045,729
2016-10-31,729,219,2,2,1,3285.0,0.9667,1,1,0,0.009,729
2016-11-30,729,219,1,1,0,6570.0,1.0,0,1,0,0.0045,729
2016-12-31,729,219,1,1,0,6570.0,1.0,0,1,0,0.0045,729
2017-01-31,729,219,1,1,1,6570.0,0.9667,1,1,0,0.0045,729
2017-02-28,729,219,3,3,1,2190.0,0.9667,1,1,0,0.0135,729
2017-03-31,729,219,3,3,0,2190.0,1.0,0,1,0,0.0135,729
2017-04-30,729,219,3,3,0,2190.0,1.0,0,1,0,0.0135,729
2017-06-30,729,219,3,3,1,2190.0,0.9667,1,1,0,0.0135,729
2017-07-31,729,219,1,1,0,6570.0,1.0,0,1,0,0.0045,729
2017-08-31,729,219,2,2,0,3285.0,1.0,0,1,0,0.009,729
2017-09-30,729,219,2,2,1,3285.0,0.9667,1,1,0,0.009,729
2018-02-28,729,219,1,1,0,6570.0,1.0,0,1,0,0.0045,729
2018-05-31,729,219,1,1,0,6570.0,1.0,0,1,0,0.0045,729
2018-06-30,729,219,1,1,0,6570.0,1.0,0,1,0,0.0045,729
2018-10-31,729,219,1,1,2,6570.0,0.9333,1,1,0,0.0045,729
2012-07-31,730,98,36,31,0,94.8,1.0,0,1,0,0.2403,730
2012-08-31,730,107,51,42,2,76.4,0.9333,1,0,0,0.2819,730
2012-09-30,730,110,26,23,1,143.5,0.9667,1,1,0,0.1729,730
2012-10-31,730,112,17,15,2,224.0,0.9333,1,1,0,0.1181,730
2012-11-30,730,116,23,19,1,183.2,0.9667,1,1,0,0.1407,730
2012-12-31,730,119,23,20,1,178.5,0.9667,1,1,0,0.1439,730
2013-01-31,730,121,11,9,0,403.3,1.0,0,1,0,0.0692,730
2013-02-28,730,123,16,14,0,263.6,1.0,0,1,0,0.1022,730
2013-03-31,730,124,8,7,1,531.4,0.9667,1,1,0,0.0534,730
2013-04-30,730,126,14,12,2,315.0,0.9333,1,1,0,0.087,730
2013-05-31,730,126,3,3,0,1260.0,1.0,0,1,0,0.0233,730
2013-06-30,730,126,4,4,0,945.0,1.0,0,1,0,0.0308,730
2013-07-31,730,129,16,13,0,297.7,1.0,0,1,0,0.0915,730
2013-08-31,730,130,6,5,1,780.0,0.9667,1,1,0,0.037,730
2013-09-30,730,130,6,6,0,650.0,1.0,0,1,0,0.0441,730
2013-10-31,730,137,37,30,2,137.0,0.9333,1,1,0,0.1796,730
2013-11-30,730,141,24,20,2,211.5,0.9333,1,1,0,0.1242,730
2013-12-31,730,146,33,28,0,156.4,1.0,0,1,0,0.1609,730
2014-01-31,730,148,16,14,0,317.1,1.0,0,1,0,0.0864,730
2014-02-28,730,150,12,10,1,450.0,0.9667,1,1,0,0.0625,730
2014-03-31,730,152,14,12,0,380.0,1.0,0,1,0,0.0732,730
2014-04-30,730,158,30,24,0,197.5,1.0,0,1,0,0.1319,730
2014-05-31,730,161,26,23,2,210.0,0.9333,1,1,0,0.125,730
2014-06-30,730,163,15,13,1,376.2,0.9667,1,1,0,0.0739,730
2014-07-31,730,165,20,18,0,275.0,1.0,0,1,0,0.0984,730
2014-08-31,730,166,16,15,0,332.0,1.0,0,1,0,0.0829,730
2014-09-30,730,168,12,10,0,504.0,1.0,0,1,0,0.0562,730
2014-10-31,730,170,14,12,2,425.0,0.9333,1,1,0,0.0659,730
2014-11-30,730,173,14,11,2,471.8,0.9333,1,1,0,0.0598,730
2014-12-31,730,174,14,13,1,401.5,0.9667,1,1,0,0.0695,730
2015-01-31,730,179,29,24,1,223.8,0.9667,1,1,0,0.1182,730
2015-02-28,730,187,41,33,0,170.0,1.0,0,1,0,0.15,730
2015-03-31,730,194,36,29,0,200.7,1.0,0,1,0,0.13,730
2015-04-30,730,198,36,32,2,185.6,0.9333,1,1,0,0.1391,730
2015-05-31,730,200,24,22,1,272.7,0.9667,1,1,0,0.0991,730
2015-06-30,730,201,12,11,1,548.2,0.9667,1,1,0,0.0519,730
2015-07-31,730,202,17,16,0,378.8,1.0,0,1,0,0.0734,730
2015-08-31,730,203,10,9,0,676.7,1.0,0,1,0,0.0425,730
2015-09-30,730,204,6,5,1,1224.0,0.9667,1,1,0,0.0239,730
2015-10-31,730,205,9,8,2,768.8,0.9333,1,1,0,0.0376,730
2015-11-30,730,205,4,4,1,1537.5,0.9667,1,1,0,0.0191,730
2015-12-31,730,206,11,10,1,618.0,0.9667,1,1,0,0.0463,730
2016-01-31,730,207,11,10,0,621.0,1.0,0,1,0,0.0461,730
2016-02-29,730,208,12,11,1,567.3,0.9667,1,1,0,0.0502,730
2016-03-31,730,208,3,3,2,2080.0,0.9333,1,1,0,0.0142,730
2016-04-30,730,209,9,8,2,783.8,0.9333,1,1,0,0.0369,730
2016-05-31,730,210,6,5,2,1260.0,0.9333,1,1,0,0.0233,730
2016-06-30,730,211,8,7,0,904.3,1.0,0,1,0,0.0321,730
2016-07-31,730,212,10,9,2,706.7,0.9333,1,1,0,0.0407,730
2016-08-31,730,212,3,3,1,2120.0,0.9667,1,1,0,0.014,730
2016-09-30,730,212,1,1,0,6360.0,1.0,0,1,0,0.0047,730
2016-10-31,730,212,2,2,2,3180.0,0.9333,1,1,0,0.0093,730
2016-11-30,730,212,1,1,2,6360.0,0.9333,1,1,0,0.0047,730
2016-12-31,730,212,1,1,0,6360.0,1.0,0,1,0,0.0047,730
2017-01-31,730,212,1,1,1,6360.0,0.9667,1,1,0,0.0047,730
2017-02-28,730,212,3,3,0,2120.0,1.0,0,1,0,0.014,730
2017-03-31,730,212,3,3,1,2120.0,0.9667,1,1,0,0.014,730
2017-04-30,730,212,3,3,0,2120.0,1.0,0,1,0,0.014,730
2017-06-30,730,212,3,3,2,2120.0,0.9333,1,1,0,0.014,730
2017-07-31,730,212,1,1,1,6360.0,0.9667,1,1,0,0.0047,730
2017-08-31,730,212,2,2,0,3180.0,1.0,0,1,0,0.0093,730
2017-09-30,730,212,2,2,2,3180.0,0.9333,1,1,0,0.0093,730
2018-02-28,730,212,1,1,0,6360.0,1.0,0,1,0,0.0047,730
2018-05-31,730,212,1,1,2,6360.0,0.9333,1,1,0,0.0047,730
2018-06-30,730,212,1,1,1,6360.0,0.9667,1,1,0,0.0047,730
2018-10-31,730,212,1,1,1,6360.0,0.9667,1,1,0,0.0047,730
2012-07-31,733,118,44,37,2,95.7,0.9333,1,1,0,0.2387,733
2012-08-31,733,164,203,157,7,31.3,0.7667,1,0,0,0.4891,733
2012-09-30,733,178,135,121,0,44.1,1.0,0,0,0,0.4047,733
2012-10-31,733,195,136,119,2,49.2,0.9333,1,0,0,0.379,733
2012-11-30,733,215,130,110,1,58.6,0.9667,1,0,0,0.3385,733
2012-12-31,733,224,94,85,2,79.1,0.9333,1,0,0,0.2751,733
2013-01-31,733,237,82,69,0,103.0,1.0,0,1,0,0.2255,733
2013-02-28,733,254,102,85,1,89.6,0.9667,1,0,0,0.2507,733
2013-03-31,733,265,94,83,1,95.8,0.9667,1,1,0,0.2385,733
2013-04-30,733,273,86,78,1,105.0,0.9667,1,1,0,0.2222,733
2013-05-31,733,283,61,51,0,166.5,1.0,0,1,0,0.1527,733
2013-06-30,733,289,40,34,2,255.0,0.9333,1,1,0,0.1053,733
2013-07-31,733,296,43,36,0,246.7,1.0,0,1,0,0.1084,733
2013-08-31,733,317,203,182,2,52.3,0.9333,1,0,0,0.3647,733
2013-09-30,733,347,158,128,1,81.3,0.9667,1,0,0,0.2695,733
2013-10-31,733,368,135,114,0,96.8,1.0,0,1,0,0.2365,733
2013-11-30,733,390,143,121,2,96.7,0.9333,1,1,0,0.2368,733
2013-12-31,733,416,138,112,0,111.4,1.0,0,1,0,0.2121,733
2014-01-31,733,443,134,107,0,124.2,1.0,0,1,0,0.1945,733
2014-02-28,733,465,120,98,2,142.3,0.9333,1,1,0,0.1741,733
2014-03-31,733,479,106,92,0,156.2,1.0,0,1,0,0.1611,733
2014-04-30,733,496,110,93,2,160.0,0.9333,1,1,0,0.1579,733
2014-05-31,733,505,60,51,1,297.1,0.9667,1,1,0,0.0917,733
2014-06-30,733,510,35,30,2,510.0,0.9333,1,1,0,0.0556,733
2014-07-31,733,514,22,18,2,856.7,0.9333,1,1,0,0.0338,733
2014-08-31,733,518,29,25,0,621.6,1.0,0,1,0,0.046,733
2014-09-30,733,523,47,42,1,373.6,0.9667,1,1,0,0.0743,733
2014-10-31,733,549,232,206,0,80.0,1.0,0,0,0,0.2728,733
2014-11-30,733,568,117,98,0,173.9,1.0,0,1,0,0.1471,733
2014-12-31,733,599,160,129,1,139.3,0.9667,1,1,0,0.1772,733
2015-01-31,733,618,141,122,1,152.0,0.9667,1,1,0,0.1649,733
2015-02-28,733,649,163,132,2,147.5,0.9333,1,1,0,0.169,733
2015-03-31,733,669,101,81,0,247.8,1.0,0,1,0,0.108,733
2015-04-30,733,687,126,108,0,190.8,1.0,0,1,0,0.1358,733
2015-05-31,733,696,68,59,2,353.9,0.9333,1,1,0,0.0781,733
2015-06-30,733,703,84,77,1,273.9,0.9667,1,1,0,0.0987,733
2015-07-31,733,712,51,42,0,508.6,1.0,0,1,0,0.0557,733
2015-08-31,733,721,54,45,2,480.7,0.9333,1,1,0,0.0587,733
2015-09-30,733,734,63,50,2,440.4,0.9333,1,1,0,0.0638,733
2015-10-31,733,750,79,63,0,357.1,1.0,0,1,0,0.0775,733
2015-11-30,733,757,33,26,2,873.5,0.9333,1,1,0,0.0332,733
2015-12-31,733,764,31,24,1,955.0,0.9667,1,1,0,0.0305,733
2016-01-31,733,767,17,14,0,1643.6,1.0,0,1,0,0.0179,733
2016-02-29,733,768,8,7,2,3291.4,0.9333,1,1,0,0.009,733
2016-03-31,733,772,29,25,0,926.4,1.0,0,1,0,0.0314,733
2016-04-30,733,776,36,32,1,727.5,0.9667,1,1,0,0.0396,733
2016-05-31,733,778,14,12,0,1945.0,1.0,0,1,0,0.0152,733
2016-06-30,733,781,22,19,2,1233.2,0.9333,1,1,0,0.0238,733
2016-07-31,733,785,20,16,0,1471.9,1.0,0,1,0,0.02,733
2016-08-31,733,794,66,57,2,417.9,0.9333,1,1,0,0.067,733
2016-09-30,733,805,63,52,0,464.4,1.0,0,1,0,0.0607,733
