customer_id,signup_date,gender,age_group,acquisition_channel,locationszip
41864,2021-02-04,Male,25-34,email_campaign,7751
41866,2022-04-20,Female,55+,organic_search,7751
41867,2021-05-28,Male,35-44,social_media,7751
41868,2020-09-06,Male,35-44,referral,7752
41869,2022-08-26,Female,45-54,email_campaign,7752
41871,2018-02-27,Male,45-54,direct,7752
41872,2020-05-07,Female,25-34,referral,7752
41873,2017-07-30,Male,35-44,referral,7753
41874,2022-04-29,Female,55+,paid_search,7753
41875,2015-05-06,Female,25-34,social_media,7753
41876,2021-09-14,Male,25-34,email_campaign,7753
41877,2020-03-21,Non-binary,25-34,referral,7753
41878,2019-07-09,Female,45-54,paid_search,7755
41879,2022-01-10,Male,18-24,social_media,7755
41881,2022-04-24,Male,45-54,email_campaign,7755
41882,2018-10-06,Female,45-54,organic_search,7755
41883,2022-11-13,Male,45-54,direct,7756
41884,2021-12-17,Female,55+,organic_search,7756
41885,2022-09-09,Female,25-34,email_campaign,7756
41887,2022-11-07,Male,45-54,organic_search,7756
41888,2019-04-23,Female,35-44,organic_search,7757
41889,2020-02-06,Male,35-44,social_media,7757
41890,2022-03-24,Female,55+,paid_search,7757
41891,2022-04-20,Male,25-34,organic_search,7757
41892,2019-09-06,Female,25-34,paid_search,7757
41893,2020-07-20,Male,35-44,organic_search,7758
41896,2020-05-13,Female,25-34,referral,7758
41899,2020-11-27,Female,45-54,organic_search,7760
41900,2019-06-21,Male,35-44,direct,7760
41901,2020-05-28,Non-binary,35-44,organic_search,7760
41902,2019-03-02,Female,18-24,paid_search,7760
41904,2021-04-16,Female,35-44,email_campaign,7762
41905,2014-03-29,Female,25-34,organic_search,7762
41906,2016-07-20,Female,35-44,social_media,7762
41907,2020-09-17,Female,25-34,email_campaign,7762
41909,2022-03-07,Male,25-34,referral,7764
41910,2016-06-17,Female,25-34,organic_search,7764
41911,2018-04-13,Male,45-54,referral,7764
41913,2021-07-25,Female,18-24,social_media,7901
41914,2014-09-20,Female,18-24,paid_search,7901
41915,2020-07-03,Male,18-24,paid_search,7901
41916,2018-09-16,Female,55+,paid_search,7901
41917,2021-07-12,Male,35-44,direct,7901
41918,2021-12-11,Male,18-24,referral,7922
41921,2018-04-10,Female,25-34,organic_search,7922
41923,2017-06-16,Male,25-34,referral,7928
41924,2017-02-15,Female,35-44,social_media,7928
41925,2016-10-31,Female,55+,social_media,7928
41926,2021-11-30,Female,18-24,direct,7928
41927,2018-04-28,Male,35-44,email_campaign,7928
41929,2018-06-27,Male,35-44,organic_search,7932
41930,2022-04-28,Male,35-44,organic_search,7932
41931,2018-01-27,Male,45-54,organic_search,7932
41932,2015-12-26,Male,55+,paid_search,7932
41933,2020-09-11,Male,35-44,paid_search,7933
41935,2022-02-06,Female,35-44,paid_search,7933
41936,2022-10-26,Male,55+,email_campaign,7933
41937,2012-04-08,Male,35-44,email_campaign,7933
41938,2015-04-05,Female,55+,email_campaign,7935
41939,2015-01-07,Male,25-34,referral,7935
41940,2017-07-16,Male,35-44,email_campaign,7935
41941,2019-11-20,Male,18-24,organic_search,7935
41943,2021-10-07,Male,45-54,social_media,7940
41945,2015-05-13,Male,45-54,paid_search,7940
41946,2019-11-10,Male,55+,social_media,7940
41948,2018-04-16,Male,25-34,organic_search,7946
41949,2016-06-07,Male,25-34,social_media,7946
41950,2020-03-26,Male,35-44,paid_search,7946
41953,2019-11-01,Female,45-54,social_media,7974
41954,2022-03-04,Male,25-34,email_campaign,7974
41955,2018-07-22,Female,18-24,paid_search,7974
41956,2015-03-24,Male,18-24,direct,7974
41957,2014-02-23,Female,45-54,paid_search,7974
41958,2022-06-01,Female,55+,social_media,7976
41959,2017-11-13,Male,45-54,direct,7976
41960,2017-05-09,Male,25-34,organic_search,7976
41961,2019-04-24,Male,25-34,social_media,7976
41962,2019-07-29,Male,45-54,paid_search,7976
41964,2022-07-06,Female,45-54,social_media,7980
41965,2021-03-21,Male,25-34,organic_search,7980
41966,2016-02-01,Female,55+,direct,7980
41967,2022-05-06,Male,35-44,paid_search,7980
41969,2022-11-01,Female,25-34,organic_search,8001
41970,2013-05-07,Non-binary,35-44,organic_search,8001
41971,2012-11-28,Female,25-34,social_media,8001
41972,2022-09-23,Male,18-24,social_media,8001
41973,2015-07-19,Female,55+,social_media,8002
41975,2017-11-19,Non-binary,35-44,paid_search,8002
41976,2015-10-09,Female,35-44,direct,8002
41977,2016-12-24,Male,45-54,referral,8002
41978,2021-06-05,Female,25-34,direct,8003
41979,2014-09-17,Female,25-34,email_campaign,8003
41981,2020-10-09,Male,35-44,email_campaign,8003
41982,2015-04-21,Male,18-24,paid_search,8003
41983,2022-09-28,Female,18-24,social_media,8004
41985,2022-07-17,Female,55+,referral,8004
41986,2018-06-22,Male,25-34,organic_search,8004
41988,2021-04-09,Male,25-34,email_campaign,8005
41989,2013-12-15,Male,25-34,organic_search,8005
41990,2018-10-25,Female,18-24,social_media,8005
41991,2021-04-28,Female,55+,social_media,8005
41992,2022-03-08,Female,25-34,social_media,8005
41993,2015-11-21,Male,55+,paid_search,8007
41994,2020-10-04,Male,45-54,paid_search,8007
41995,2017-10-06,Male,45-54,paid_search,8007
41997,2018-11-10,Female,45-54,paid_search,8007
41999,2018-04-13,Male,35-44,paid_search,8008
42000,2018-08-18,Male,25-34,referral,8008
42001,2016-04-04,Male,18-24,referral,8008
42002,2019-09-19,Female,35-44,social_media,8008
42004,2015-02-08,Female,55+,paid_search,8009
42005,2020-06-05,Male,25-34,organic_search,8009
42006,2022-01-12,Male,35-44,paid_search,8009
42007,2020-10-06,Male,25-34,social_media,8009
42008,2020-06-01,Non-binary,25-34,social_media,8010
42009,2021-02-11,Male,18-24,organic_search,8010
42010,2021-10-31,Male,35-44,social_media,8010
42011,2015-05-16,Non-binary,55+,paid_search,8010
42012,2016-05-18,Male,35-44,referral,8010
42013,2016-04-19,Female,35-44,social_media,8011
42014,2015-01-26,Male,25-34,organic_search,8011
42015,2017-01-08,Female,25-34,organic_search,8011
42016,2021-09-30,Female,55+,email_campaign,8011
42017,2020-11-15,Non-binary,18-24,email_campaign,8011
42018,2018-05-06,Male,25-34,organic_search,8012
42019,2021-11-06,Female,18-24,paid_search,8012
42021,2021-02-16,Female,18-24,organic_search,8012
42022,2014-09-15,Male,45-54,paid_search,8012
42023,2016-01-20,Male,25-34,organic_search,8015
42024,2015-11-11,Female,35-44,organic_search,8015
42025,2015-02-04,Male,45-54,paid_search,8015
42026,2019-05-06,Male,35-44,organic_search,8015
42027,2019-10-26,Male,25-34,paid_search,8015
42028,2020-07-11,Male,35-44,email_campaign,8016
42030,2020-03-09,Male,35-44,paid_search,8016
42031,2019-03-13,Male,18-24,referral,8016
42032,2021-12-02,Female,25-34,organic_search,8016
42033,2020-06-06,Male,35-44,email_campaign,8018
42034,2019-07-21,Female,35-44,email_campaign,8018
42035,2021-08-16,Female,35-44,referral,8018
42038,2017-12-07,Female,18-24,organic_search,8019
42039,2021-11-28,Male,18-24,social_media,8019
42041,2019-01-29,Male,25-34,referral,8019
42042,2021-08-05,Female,25-34,organic_search,8019
42043,2022-08-31,Female,18-24,social_media,8020
42044,2018-08-12,Female,45-54,organic_search,8020
42045,2020-09-29,Female,35-44,social_media,8020
42046,2021-09-16,Female,25-34,email_campaign,8020
42047,2015-08-12,Male,45-54,direct,8020
42050,2022-11-26,Male,45-54,paid_search,8021
42051,2022-07-30,Female,25-34,organic_search,8021
42052,2021-07-21,Female,25-34,social_media,8021
42053,2021-11-21,Female,35-44,paid_search,8022
42054,2022-10-08,Male,25-34,social_media,8022
42056,2021-02-04,Female,35-44,direct,8022
42057,2021-03-09,Male,18-24,referral,8022
42059,2019-01-06,Female,45-54,paid_search,8023
42060,2017-10-31,Male,18-24,social_media,8023
42061,2014-08-08,Female,35-44,referral,8023
42062,2012-11-05,Male,18-24,organic_search,8023
42063,2019-01-11,Female,25-34,organic_search,8025
42064,2017-10-15,Female,35-44,organic_search,8025
42065,2018-06-08,Female,25-34,organic_search,8025
42066,2017-10-05,Male,18-24,email_campaign,8025
42067,2018-06-04,Male,25-34,email_campaign,8025
42069,2017-03-22,Male,45-54,direct,8026
42072,2012-08-04,Male,25-34,organic_search,8026
42073,2016-11-28,Male,35-44,organic_search,8027
42075,2020-07-23,Male,35-44,social_media,8027
42076,2019-04-08,Female,35-44,social_media,8027
42077,2020-05-10,Male,25-34,social_media,8027
42078,2017-08-18,Male,45-54,direct,8028
42079,2022-07-11,Non-binary,45-54,email_campaign,8028
42080,2021-10-24,Male,25-34,email_campaign,8028
42083,2015-09-30,Male,45-54,email_campaign,8029
42084,2020-02-23,Male,45-54,organic_search,8029
42085,2021-02-03,Male,25-34,organic_search,8029
42086,2019-04-23,Female,35-44,paid_search,8029
42087,2016-01-16,Female,35-44,paid_search,8029
42089,2016-09-13,Female,18-24,email_campaign,8030
42091,2017-08-18,Female,45-54,organic_search,8030
42092,2017-06-28,Female,35-44,organic_search,8030
42094,2020-11-25,Non-binary,18-24,organic_search,8031
42095,2015-10-02,Female,35-44,social_media,8031
42097,2017-03-29,Female,25-34,email_campaign,8031
42098,2019-10-17,Female,35-44,paid_search,8032
42099,2017-12-08,Female,18-24,social_media,8032
42100,2018-03-26,Male,25-34,paid_search,8032
42101,2014-02-23,Female,25-34,organic_search,8032
42102,2022-12-11,Female,45-54,paid_search,8032
42103,2014-11-20,Female,55+,email_campaign,8033
42106,2021-04-20,Female,25-34,paid_search,8033
42110,2013-06-09,Female,55+,organic_search,8034
42112,2020-12-23,Male,35-44,referral,8034
42113,2020-03-11,Female,55+,social_media,8035
42114,2022-06-02,Male,45-54,paid_search,8035
42115,2016-02-07,Female,25-34,paid_search,8035
42116,2022-12-24,Male,35-44,paid_search,8035
42117,2020-11-10,Male,25-34,paid_search,8035
42118,2018-11-18,Female,55+,paid_search,8036
42119,2022-06-22,Female,55+,organic_search,8036
42120,2018-01-08,Male,25-34,referral,8036
42121,2019-11-21,Male,35-44,direct,8036
42122,2019-01-22,Female,25-34,direct,8036
42124,2020-07-09,Female,35-44,referral,8037
42125,2020-09-11,Male,25-34,paid_search,8037
42126,2015-10-25,Male,18-24,organic_search,8037
42127,2016-07-29,Male,18-24,social_media,8037
42128,2016-02-05,Female,45-54,organic_search,8039
42129,2019-12-15,Male,35-44,paid_search,8039
42130,2016-01-27,Male,25-34,paid_search,8039
42131,2021-05-24,Male,35-44,direct,8039
42140,2016-06-28,Male,25-34,email_campaign,8043
42141,2019-03-24,Male,35-44,referral,8043
42143,2020-09-12,Female,35-44,organic_search,8046
42145,2020-05-27,Male,35-44,paid_search,8046
42146,2015-05-19,Female,35-44,paid_search,8046
42147,2020-05-28,Female,35-44,email_campaign,8046
42148,2013-01-09,Female,35-44,paid_search,8048
42149,2019-11-10,Male,18-24,paid_search,8048
42150,2020-01-05,Female,18-24,paid_search,8048
42151,2022-01-14,Male,18-24,paid_search,8048
42152,2018-07-20,Female,45-54,email_campaign,8048
42155,2015-12-24,Male,35-44,social_media,8049
42156,2020-08-06,Female,25-34,email_campaign,8049
42157,2018-01-25,Male,25-34,direct,8049
42160,2020-03-06,Male,35-44,email_campaign,8050
42161,2021-06-07,Female,35-44,social_media,8050
42162,2017-06-23,Female,35-44,referral,8050
42163,2020-07-16,Male,45-54,social_media,8051
42165,2019-04-28,Female,25-34,organic_search,8051
42166,2019-01-18,Female,25-34,organic_search,8051
42167,2020-05-02,Male,25-34,direct,8051
42168,2019-09-16,Female,35-44,social_media,8052
42169,2021-07-18,Female,35-44,organic_search,8052
42170,2021-06-08,Female,45-54,paid_search,8052
42171,2022-06-02,Female,18-24,organic_search,8052
42172,2022-08-03,Female,45-54,social_media,8052
42174,2017-11-19,Female,35-44,organic_search,8053
42176,2019-08-25,Female,18-24,social_media,8053
42177,2019-10-16,Female,25-34,paid_search,8053
42179,2014-04-25,Male,55+,social_media,8054
42180,2022-08-24,Female,25-34,organic_search,8054
42182,2022-01-31,Female,18-24,organic_search,8054
42183,2022-02-16,Female,55+,social_media,8055
42184,2022-10-01,Female,35-44,organic_search,8055
42185,2014-03-07,Female,45-54,paid_search,8055
42186,2018-06-10,Male,35-44,email_campaign,8055
42187,2022-08-22,Female,45-54,paid_search,8055
42189,2019-06-07,Male,25-34,organic_search,8056
42190,2022-01-19,Female,45-54,paid_search,8056
42191,2015-02-12,Male,35-44,email_campaign,8056
42192,2020-04-17,Male,45-54,direct,8056
42193,2022-01-18,Male,45-54,paid_search,8057
42194,2015-06-21,Male,35-44,organic_search,8057
42195,2022-01-12,Male,45-54,organic_search,8057
42196,2022-12-14,Male,25-34,referral,8057
42197,2021-11-07,Female,18-24,organic_search,8057
42199,2022-09-01,Male,18-24,social_media,8059
42200,2021-12-06,Female,25-34,email_campaign,8059
42201,2017-11-25,Female,25-34,organic_search,8059
42202,2017-12-01,Male,25-34,organic_search,8059
42203,2022-01-30,Male,18-24,organic_search,8060
42204,2020-09-24,Male,35-44,paid_search,8060
42205,2020-10-06,Male,18-24,organic_search,8060
42206,2019-04-05,Female,35-44,referral,8060
42207,2021-08-11,Female,45-54,organic_search,8060
42208,2015-06-10,Male,45-54,referral,8061
42209,2015-10-16,Female,25-34,organic_search,8061
42210,2021-12-28,Female,25-34,paid_search,8061
42211,2022-01-07,Male,45-54,social_media,8061
42213,2019-05-05,Non-binary,35-44,organic_search,8062
42214,2022-05-06,Female,45-54,paid_search,8062
42216,2018-01-01,Male,45-54,paid_search,8062
42218,2022-12-29,Female,35-44,paid_search,8063
42219,2015-10-17,Female,55+,social_media,8063
42220,2016-06-09,Female,45-54,paid_search,8063
42221,2022-11-15,Male,55+,referral,8063
42222,2022-05-02,Female,55+,social_media,8063
42223,2021-07-08,Female,35-44,referral,8064
42226,2013-08-27,Female,45-54,social_media,8064
42227,2017-05-21,Female,18-24,organic_search,8064
42228,2022-09-19,Female,25-34,direct,8065
42229,2020-12-01,Female,45-54,organic_search,8065
42230,2019-02-01,Female,35-44,organic_search,8065
42231,2022-06-05,Female,18-24,paid_search,8065
42232,2019-12-29,Male,18-24,paid_search,8065
42233,2014-11-26,Male,35-44,direct,8066
42236,2014-01-20,Male,25-34,organic_search,8066
42238,2021-02-22,Male,35-44,social_media,8067
42239,2019-05-31,Male,18-24,organic_search,8067
42240,2015-08-18,Female,35-44,email_campaign,8067
42241,2021-01-12,Female,35-44,referral,8067
42242,2018-06-01,Male,35-44,organic_search,8067
42243,2017-08-06,Male,25-34,email_campaign,8068
42245,2017-08-30,Male,35-44,organic_search,8068
42246,2018-04-02,Non-binary,45-54,organic_search,8068
42247,2020-03-31,Non-binary,25-34,social_media,8068
42248,2015-02-07,Male,35-44,email_campaign,8069
42250,2021-01-13,Male,25-34,organic_search,8069
42251,2020-04-27,Female,45-54,paid_search,8069
42252,2021-11-30,Male,18-24,organic_search,8069
42253,2022-11-17,Male,45-54,social_media,8070
42255,2018-09-02,Male,55+,social_media,8070
42256,2016-10-07,Female,35-44,organic_search,8070
42258,2018-05-21,Male,25-34,paid_search,8071
42259,2022-06-27,Male,55+,email_campaign,8071
42260,2020-07-07,Female,45-54,social_media,8071
42261,2016-10-02,Male,35-44,organic_search,8071
42263,2020-10-04,Male,45-54,social_media,8072
42264,2018-09-27,Female,55+,direct,8072
42265,2013-10-21,Male,45-54,referral,8072
42266,2019-12-24,Female,45-54,email_campaign,8072
42267,2020-11-02,Non-binary,25-34,organic_search,8072
42268,2016-07-10,Male,45-54,paid_search,8073
42269,2022-01-01,Male,35-44,organic_search,8073
42270,2016-09-07,Male,25-34,organic_search,8073
42271,2021-02-01,Male,25-34,organic_search,8073
42272,2022-09-04,Female,18-24,email_campaign,8073
42273,2021-01-14,Male,45-54,organic_search,8074
42274,2013-12-15,Non-binary,25-34,paid_search,8074
42275,2022-08-08,Male,25-34,organic_search,8074
42276,2021-12-27,Female,35-44,organic_search,8074
42277,2021-07-20,Female,45-54,direct,8074
42278,2019-03-31,Male,35-44,social_media,8075
42279,2020-02-10,Female,35-44,paid_search,8075
42280,2017-02-21,Female,35-44,organic_search,8075
42281,2022-07-13,Female,35-44,paid_search,8075
42282,2014-07-11,Male,45-54,organic_search,8075
42283,2018-12-27,Male,18-24,organic_search,8077
42284,2018-06-09,Female,45-54,organic_search,8077
42286,2019-09-08,Male,55+,organic_search,8077
42287,2020-04-11,Non-binary,35-44,direct,8077
42289,2017-11-29,Non-binary,35-44,referral,8078
42291,2017-06-01,Male,55+,social_media,8078
42292,2021-01-10,Female,25-34,paid_search,8078
42293,2016-07-11,Female,45-54,social_media,8079
42294,2022-12-16,Female,35-44,organic_search,8079
42297,2019-11-04,Male,25-34,referral,8079
42298,2019-12-07,Non-binary,25-34,organic_search,8080
42299,2018-06-14,Female,55+,direct,8080
42300,2018-05-01,Female,35-44,social_media,8080
42301,2016-01-17,Male,18-24,paid_search,8080
42302,2020-04-25,Female,18-24,organic_search,8080
42304,2018-04-14,Male,45-54,organic_search,8081
42306,2020-07-20,Male,35-44,social_media,8081
42307,2019-04-22,Non-binary,18-24,email_campaign,8081
42308,2017-05-04,Female,18-24,paid_search,8083
42309,2022-12-18,Female,18-24,email_campaign,8083
42310,2018-11-21,Female,35-44,social_media,8083
42312,2019-12-03,Female,45-54,paid_search,8083
42315,2016-03-30,Female,35-44,referral,8084
42316,2021-08-16,Male,35-44,referral,8084
42317,2015-03-27,Male,55+,social_media,8084
42318,2019-08-13,Male,35-44,email_campaign,8085
42319,2020-06-29,Female,45-54,organic_search,8085
42320,2018-03-23,Female,25-34,organic_search,8085
42321,2022-05-14,Female,35-44,direct,8085
42322,2016-09-28,Female,25-34,email_campaign,8085
42323,2021-04-20,Male,35-44,paid_search,8086
42324,2019-02-28,Female,45-54,paid_search,8086
42325,2022-01-07,Female,45-54,organic_search,8086
42326,2014-02-22,Female,45-54,email_campaign,8086
42327,2021-11-22,Female,25-34,email_campaign,8086
42328,2019-02-25,Male,55+,paid_search,8087
42329,2021-11-20,Female,35-44,direct,8087
42330,2019-06-12,Female,25-34,social_media,8087
42332,2018-05-18,Male,45-54,paid_search,8087
42333,2019-03-19,Male,55+,paid_search,8088
42334,2021-01-26,Female,25-34,organic_search,8088
42335,2014-08-14,Male,25-34,social_media,8088
42336,2020-01-25,Female,18-24,direct,8088
42337,2018-12-28,Female,35-44,organic_search,8088
42338,2020-06-23,Female,45-54,email_campaign,8089
42339,2018-10-30,Male,25-34,direct,8089
42340,2017-12-12,Male,25-34,organic_search,8089
42341,2022-03-16,Male,25-34,social_media,8089
42342,2016-04-26,Female,55+,paid_search,8089
42343,2020-06-11,Female,35-44,direct,8090
42344,2014-09-14,Female,45-54,organic_search,8090
42345,2021-02-24,Female,18-24,email_campaign,8090
42346,2018-01-23,Female,35-44,referral,8090
42347,2019-05-27,Female,18-24,paid_search,8090
42348,2018-09-10,Non-binary,25-34,email_campaign,8091
42349,2017-04-04,Female,55+,direct,8091
42353,2019-07-12,Female,25-34,social_media,8092
42354,2018-09-13,Male,35-44,social_media,8092
42356,2022-11-16,Male,25-34,email_campaign,8092
42357,2021-02-27,Female,18-24,email_campaign,8092
42358,2019-10-12,Female,35-44,referral,8093
42359,2013-07-26,Female,25-34,social_media,8093
42360,2017-06-10,Female,18-24,paid_search,8093
42361,2019-07-21,Male,25-34,social_media,8093
42362,2018-03-27,Female,35-44,organic_search,8093
42363,2016-02-11,Female,25-34,paid_search,8094
42364,2020-02-21,Male,25-34,paid_search,8094
42366,2018-12-24,Female,35-44,social_media,8094
42367,2016-02-03,Female,35-44,organic_search,8094
42368,2018-05-28,Female,25-34,direct,8095
42369,2016-01-09,Male,55+,organic_search,8095
42370,2022-12-09,Male,25-34,paid_search,8095
42371,2022-02-14,Male,25-34,paid_search,8095
42372,2014-04-08,Female,35-44,social_media,8095
42373,2015-12-16,Female,45-54,paid_search,8096
42374,2022-04-05,Male,18-24,direct,8096
42375,2020-07-03,Male,55+,referral,8096
42376,2017-11-25,Male,35-44,social_media,8096
42377,2022-01-03,Female,18-24,referral,8096
42378,2022-04-24,Male,35-44,referral,8097
42379,2015-07-14,Male,18-24,organic_search,8097
42380,2017-02-24,Male,35-44,referral,8097
42381,2021-06-30,Female,45-54,organic_search,8097
42383,2018-01-25,Female,55+,email_campaign,8098
42385,2021-01-05,Female,45-54,social_media,8098
42386,2018-08-22,Female,25-34,social_media,8098
42388,2022-07-14,Male,25-34,paid_search,8099
42389,2022-04-07,Female,18-24,social_media,8099
42390,2016-08-05,Male,45-54,paid_search,8099
42391,2020-08-13,Male,25-34,social_media,8099
42392,2016-08-10,Female,35-44,social_media,8099
42393,2020-04-26,Female,55+,social_media,8102
42394,2020-10-01,Male,35-44,organic_search,8102
42395,2016-01-23,Male,45-54,organic_search,8102
42396,2019-02-04,Female,35-44,paid_search,8102
42397,2022-01-21,Female,55+,organic_search,8102
42399,2017-07-09,Male,45-54,referral,8103
42401,2012-11-06,Female,25-34,paid_search,8103
42402,2021-08-10,Male,25-34,direct,8103
42403,2022-04-26,Female,18-24,referral,8104
42404,2018-08-22,Male,45-54,organic_search,8104
42405,2020-09-23,Male,25-34,social_media,8104
42407,2018-04-14,Female,25-34,social_media,8104
42409,2012-07-27,Female,35-44,organic_search,8105
42410,2017-06-27,Female,25-34,paid_search,8105
42413,2022-11-15,Female,35-44,paid_search,8106
42414,2021-08-23,Female,35-44,social_media,8106
42415,2017-01-02,Male,45-54,email_campaign,8106
42416,2021-05-29,Non-binary,45-54,paid_search,8106
42417,2014-08-27,Male,35-44,organic_search,8106
42418,2019-12-07,Male,18-24,organic_search,8107
42420,2021-09-21,Male,18-24,direct,8107
42421,2022-12-04,Female,35-44,organic_search,8107
42422,2019-02-20,Male,35-44,organic_search,8107
42423,2022-10-26,Female,35-44,direct,8108
42424,2014-04-12,Female,25-34,social_media,8108
42425,2022-06-02,Male,45-54,paid_search,8108
42426,2018-03-12,Male,45-54,organic_search,8108
42427,2020-02-10,Male,45-54,organic_search,8108
42428,2019-02-05,Male,18-24,email_campaign,8109
42430,2021-12-31,Female,25-34,referral,8109
42431,2021-04-25,Male,35-44,direct,8109
42433,2021-01-21,Female,45-54,organic_search,8110
42435,2018-02-07,Female,25-34,paid_search,8110
42437,2019-01-29,Female,25-34,email_campaign,8110
42438,2017-04-15,Male,25-34,social_media,8201
42439,2020-01-18,Female,25-34,social_media,8201
42441,2021-04-23,Female,55+,organic_search,8201
42442,2019-07-23,Male,25-34,email_campaign,8201
42443,2021-03-21,Non-binary,35-44,direct,8202
42444,2022-03-24,Female,45-54,paid_search,8202
42445,2016-05-04,Female,55+,referral,8202
42446,2021-01-24,Female,45-54,referral,8202
42447,2021-04-15,Male,25-34,referral,8202
42448,2013-06-18,Female,25-34,social_media,8203
42449,2022-06-14,Non-binary,25-34,organic_search,8203
42450,2012-02-07,Female,25-34,organic_search,8203
42451,2019-03-18,Female,45-54,email_campaign,8203
42452,2017-07-12,Male,25-34,email_campaign,8203
42453,2021-03-03,Female,35-44,referral,8204
42454,2021-03-28,Female,45-54,email_campaign,8204
42455,2019-11-19,Female,18-24,social_media,8204
42456,2021-01-18,Male,18-24,direct,8204
42457,2020-08-27,Female,45-54,paid_search,8204
42458,2017-01-04,Male,35-44,organic_search,8205
42459,2022-08-22,Male,18-24,referral,8205
42461,2016-12-02,Female,35-44,social_media,8205
42464,2013-04-07,Female,25-34,paid_search,8210
42465,2015-04-30,Female,25-34,organic_search,8210
42467,2021-03-17,Male,35-44,referral,8210
42469,2020-02-22,Female,35-44,referral,8213
42470,2022-09-27,Female,25-34,social_media,8213
42472,2017-08-31,Female,25-34,email_campaign,8213
42473,2022-07-07,Female,25-34,paid_search,8214
42474,2020-07-19,Female,25-34,direct,8214
42476,2019-10-29,Male,35-44,social_media,8214
42477,2016-03-16,Male,55+,paid_search,8214
42478,2018-06-28,Male,35-44,email_campaign,8215
42479,2019-05-20,Male,25-34,social_media,8215
42481,2015-04-07,Non-binary,35-44,email_campaign,8215
42482,2021-07-05,Female,25-34,referral,8215
42483,2021-05-14,Female,35-44,social_media,8219
42484,2020-05-06,Male,35-44,paid_search,8219
42486,2022-04-20,Male,45-54,organic_search,8219
42487,2016-06-17,Non-binary,55+,social_media,8219
42488,2022-09-16,Female,35-44,organic_search,8220
42489,2021-11-03,Male,18-24,organic_search,8220
42490,2017-02-09,Female,55+,paid_search,8220
42492,2021-08-21,Female,25-34,organic_search,8220
42495,2022-03-04,Female,18-24,organic_search,8221
42496,2019-12-30,Female,55+,organic_search,8221
42497,2019-03-17,Female,35-44,direct,8221
42498,2022-12-17,Male,35-44,organic_search,8223
42499,2018-02-06,Male,35-44,paid_search,8223
42500,2021-07-21,Female,18-24,organic_search,8223
42501,2022-06-26,Male,18-24,organic_search,8223
42502,2019-10-25,Female,35-44,paid_search,8223
42503,2021-05-08,Male,45-54,social_media,8224
42504,2022-12-23,Female,45-54,social_media,8224
42505,2021-12-22,Male,45-54,organic_search,8224
42506,2021-03-11,Female,18-24,paid_search,8224
42507,2022-01-14,Male,55+,organic_search,8224
42508,2018-06-29,Male,25-34,paid_search,8225
42509,2019-02-12,Male,25-34,paid_search,8225
42510,2021-10-03,Male,55+,organic_search,8225
42511,2014-11-20,Male,25-34,social_media,8225
42512,2016-09-12,Non-binary,35-44,direct,8225
42513,2022-12-30,Male,55+,paid_search,8226
42514,2017-12-30,Female,18-24,organic_search,8226
42515,2018-02-15,Male,18-24,paid_search,8226
42516,2019-07-16,Male,55+,organic_search,8226
42517,2021-01-20,Male,25-34,organic_search,8226
42518,2019-05-20,Male,45-54,paid_search,8230
42520,2016-10-28,Female,25-34,referral,8230
42521,2020-12-22,Male,18-24,social_media,8230
42522,2017-11-19,Female,35-44,social_media,8230
42523,2019-11-29,Male,45-54,direct,8231
42524,2017-10-23,Male,25-34,paid_search,8231
42525,2020-12-23,Male,25-34,email_campaign,8231
42526,2021-10-03,Female,25-34,paid_search,8231
42528,2015-07-31,Female,18-24,paid_search,8232
42529,2021-09-06,Female,35-44,organic_search,8232
42530,2019-05-27,Male,25-34,social_media,8232
42532,2021-04-25,Male,55+,organic_search,8232
42533,2019-07-25,Male,25-34,organic_search,8234
42534,2013-09-18,Male,35-44,organic_search,8234
42535,2021-12-21,Female,25-34,paid_search,8234
42536,2021-07-30,Male,25-34,organic_search,8234
42537,2015-09-06,Male,35-44,paid_search,8234
42538,2022-08-09,Male,25-34,referral,8240
42539,2021-09-11,Male,35-44,paid_search,8240
42540,2022-11-19,Non-binary,25-34,email_campaign,8240
42545,2018-10-28,Female,35-44,organic_search,8241
42546,2020-03-09,Female,25-34,direct,8241
42547,2021-05-29,Female,35-44,referral,8241
42548,2021-11-25,Male,25-34,social_media,8242
42549,2016-12-15,Female,35-44,organic_search,8242
42550,2014-07-30,Female,25-34,referral,8242
42551,2020-07-08,Non-binary,35-44,organic_search,8242
42553,2020-11-29,Female,25-34,organic_search,8243
42554,2022-04-29,Female,35-44,social_media,8243
42555,2022-05-20,Male,55+,organic_search,8243
42556,2018-07-23,Male,25-34,paid_search,8243
42559,2015-07-25,Female,18-24,organic_search,8244
42560,2015-05-05,Male,55+,organic_search,8244
42563,2020-08-07,Male,35-44,organic_search,8247
42564,2017-01-12,Female,25-34,organic_search,8247
42565,2018-08-13,Female,25-34,social_media,8247
42567,2018-11-11,Male,55+,paid_search,8247
42568,2022-09-29,Male,55+,organic_search,8250
42569,2018-07-04,Female,45-54,paid_search,8250
42570,2018-05-07,Female,18-24,paid_search,8250
42572,2021-06-28,Male,35-44,organic_search,8250
42573,2017-03-23,Female,35-44,paid_search,8251
42574,2017-05-14,Male,35-44,referral,8251
42576,2020-12-27,Male,35-44,organic_search,8251
42577,2019-11-21,Male,45-54,paid_search,8251
42578,2022-09-19,Male,55+,organic_search,8260
