review_id,review_date,rating,review_title,customerscustomer_id,productsproduct_id
REV-0003892,2012-10-10,5,Very satisfied,156831,1317
REV-0003893,2012-10-11,5,Excellent product!,157002,2253
REV-0003895,2012-10-10,5,Very satisfied,117814,2046
REV-0003896,2012-11-05,4,Works well,118046,600
REV-0003897,2012-11-01,5,Highly recommend,118105,964
REV-0003898,2012-10-26,4,Happy with purchase,118335,757
REV-0003899,2012-10-25,4,Solid choice,118732,226
REV-0003900,2012-10-20,4,Solid choice,121292,2234
REV-0003901,2012-10-14,1,Would not recommend,121292,2235
REV-0003902,2012-11-02,3,Mixed feelings,76327,726
REV-0003904,2012-11-05,2,Some issues,82256,726
REV-0003905,2012-11-04,3,Mixed feelings,101283,2056
REV-0003906,2012-10-20,2,Below expectations,101873,725
REV-0003907,2012-10-25,5,Very satisfied,101973,2255
REV-0003908,2012-11-03,4,Happy with purchase,97565,981
REV-0003909,2012-10-10,4,Solid choice,80920,2071
REV-0003910,2012-10-19,4,Works well,93244,1909
REV-0003911,2012-10-06,2,Some issues,113199,2071
REV-0003912,2012-10-25,4,Solid choice,124676,2380
REV-0003913,2012-10-27,5,Excellent product!,124750,733
REV-0003914,2012-11-03,2,Would not reorder,124750,734
REV-0003915,2012-11-04,4,Works well,125378,2045
REV-0003916,2012-10-30,5,Excellent product!,127654,2083
REV-0003917,2012-10-11,5,Excellent product!,128085,1191
REV-0003918,2012-10-28,1,Poor quality,132185,533
REV-0003919,2012-10-27,5,Very satisfied,128183,976
REV-0003920,2012-10-06,5,Great quality,128904,954
REV-0003921,2012-10-28,4,Works well,123366,2251
REV-0003922,2012-10-11,5,Highly recommend,130426,726
REV-0003924,2012-11-04,5,Very satisfied,146568,2280
REV-0003925,2012-10-16,5,Excellent product!,107508,1990
REV-0003926,2012-11-06,2,Would not reorder,108343,1967
REV-0003927,2012-10-08,4,Solid choice,108343,1966
REV-0003928,2012-10-09,1,Would not recommend,109101,758
REV-0003929,2012-11-02,4,Works well,155635,757
REV-0003930,2012-10-25,5,Great quality,154369,1984
REV-0003931,2012-10-25,4,Happy with purchase,143260,940
REV-0003933,2012-10-26,4,Good overall,144185,2327
REV-0003934,2012-10-20,1,Not as described,146514,734
REV-0003935,2012-10-21,4,Happy with purchase,139762,733
REV-0003936,2012-10-14,5,Highly recommend,139894,2204
REV-0003939,2012-10-23,5,Highly recommend,140693,768
REV-0003941,2012-10-25,5,Excellent product!,138225,785
REV-0003942,2012-10-15,5,Excellent product!,138447,967
REV-0003943,2012-10-26,4,Good overall,138788,757
REV-0003944,2012-10-13,4,Good overall,138891,482
REV-0003945,2012-10-21,5,Very satisfied,138914,2254
REV-0003946,2012-10-05,5,Great quality,139048,1053
REV-0003947,2012-10-12,5,Excellent product!,141495,726
REV-0003948,2012-10-19,4,Happy with purchase,139175,2251
REV-0003949,2012-10-09,5,Excellent product!,141745,785
REV-0003950,2012-10-15,5,Highly recommend,141829,1120
REV-0003951,2012-11-03,5,Great quality,139513,1439
REV-0003952,2012-10-24,4,Solid choice,132664,797
REV-0003954,2012-11-01,3,Mixed feelings,133519,1439
REV-0003956,2012-10-07,5,Excellent product!,134515,1948
REV-0003957,2012-11-04,5,Great quality,134579,1086
REV-0003958,2012-10-25,1,Very disappointed,134584,964
REV-0003959,2012-10-11,5,Excellent product!,134584,785
REV-0003960,2012-10-09,5,Very satisfied,135431,757
REV-0003962,2012-10-12,4,Solid choice,136471,1937
REV-0003963,2012-10-11,5,Very satisfied,146706,785
REV-0003964,2012-11-03,3,Average product,146884,785
REV-0003965,2012-10-29,3,"Decent, nothing special",147049,1987
REV-0003966,2012-11-04,4,Works well,150626,2373
REV-0003967,2012-10-10,5,Excellent product!,148671,1974
REV-0003968,2012-10-17,4,Good overall,149009,757
REV-0003969,2012-10-30,5,Highly recommend,149896,2235
REV-0003970,2012-10-22,4,Good overall,12824,93
REV-0003971,2012-10-31,2,Below expectations,13698,559
REV-0003972,2012-10-23,4,Solid choice,8100,1229
REV-0003973,2012-11-03,5,Highly recommend,4194,1859
REV-0003975,2012-10-21,1,Poor quality,53865,1065
REV-0003976,2012-10-16,5,Excellent product!,21863,491
REV-0003977,2012-10-28,3,"Decent, nothing special",22207,580
REV-0003978,2012-10-23,5,Very satisfied,17437,1188
REV-0003979,2012-10-14,4,Works well,19491,443
REV-0003981,2012-10-15,3,"Decent, nothing special",29002,1548
REV-0003983,2012-10-20,3,"Decent, nothing special",24764,143
REV-0003984,2012-10-07,5,Highly recommend,113562,604
REV-0003985,2012-10-14,2,Some issues,91938,1109
REV-0003986,2012-10-27,4,Happy with purchase,117453,443
REV-0003987,2012-10-22,2,Some issues,118434,1870
REV-0003988,2012-11-02,5,Highly recommend,82818,682
REV-0003989,2012-10-11,3,Average product,82828,1173
REV-0003991,2012-10-19,5,Highly recommend,93426,1131
REV-0003992,2012-10-20,5,Great quality,124410,1229
REV-0003993,2012-10-30,4,Happy with purchase,124511,642
REV-0003996,2012-10-28,5,Very satisfied,138363,1965
REV-0003997,2012-10-07,5,Excellent product!,138362,1964
REV-0003998,2012-10-19,3,Mixed feelings,138917,1936
REV-0003999,2012-10-14,3,Average product,141306,1173
REV-0004000,2012-11-03,5,Highly recommend,141456,1044
REV-0004002,2012-10-14,1,Would not recommend,146708,1111
REV-0004003,2012-10-27,1,Poor quality,148850,1668
REV-0004004,2012-10-10,4,Solid choice,1792,571
REV-0004005,2012-11-04,4,Works well,6033,2250
REV-0004006,2012-10-29,5,Very satisfied,66093,1548
REV-0004007,2012-10-27,5,Excellent product!,60370,631
REV-0004008,2012-11-10,4,Happy with purchase,74522,635
REV-0004009,2012-10-19,4,Good overall,45265,1926
REV-0004010,2012-10-13,4,Happy with purchase,45267,1948
REV-0004011,2012-10-26,5,Highly recommend,70020,2284
REV-0004013,2012-11-06,5,Very satisfied,34086,2343
REV-0004014,2012-10-14,1,Would not recommend,30185,2045
REV-0004015,2012-11-09,4,Solid choice,31934,2253
REV-0004016,2012-10-18,5,Very satisfied,76558,2284
REV-0004017,2012-11-02,4,Solid choice,124633,2331
REV-0004018,2012-10-26,5,Very satisfied,125844,475
REV-0004019,2012-10-16,5,Very satisfied,107051,2275
REV-0004020,2012-11-11,4,Good overall,107920,1483
REV-0004021,2012-10-25,5,Highly recommend,107920,1484
REV-0004022,2012-10-29,5,Very satisfied,155475,1539
REV-0004023,2012-10-23,4,Works well,143568,1502
REV-0004024,2012-10-19,5,Excellent product!,151260,1518
REV-0004025,2012-11-02,1,Very disappointed,138202,1987
REV-0004026,2012-11-01,3,"Decent, nothing special",137574,1439
REV-0004027,2012-10-26,5,Excellent product!,48631,551
REV-0004028,2012-11-05,5,Excellent product!,64455,551
REV-0004029,2012-11-06,5,Great quality,51024,445
REV-0004031,2012-10-11,3,Mixed feelings,60847,1965
REV-0004032,2012-11-02,5,Highly recommend,60844,1964
REV-0004033,2012-10-14,4,Works well,54498,1186
REV-0004034,2012-10-10,5,Excellent product!,19775,508
REV-0004037,2012-10-13,4,Good overall,36914,604
REV-0004038,2012-11-01,5,Very satisfied,115868,499
REV-0004040,2012-11-06,5,Excellent product!,76037,606
REV-0004042,2012-10-17,4,Works well,148147,1046
REV-0004043,2012-11-04,5,Highly recommend,56850,1085
REV-0004044,2012-10-25,4,Good overall,56850,1086
REV-0004045,2012-10-13,5,Great quality,42329,757
REV-0004047,2012-10-22,5,Very satisfied,14205,566
REV-0004048,2012-10-27,4,Good overall,6578,1066
REV-0004049,2012-11-05,4,Works well,6582,638
REV-0004050,2012-11-05,1,Poor quality,4183,1112
REV-0004051,2012-10-13,4,Solid choice,4441,445
REV-0004053,2012-10-28,2,Would not reorder,54869,981
REV-0004054,2012-10-17,5,Excellent product!,20881,979
REV-0004055,2012-10-27,2,Would not reorder,22438,1818
REV-0004056,2012-11-14,3,"Decent, nothing special",19903,566
REV-0004058,2012-10-17,5,Excellent product!,28281,1352
REV-0004059,2012-10-24,4,Works well,35021,2254
REV-0004064,2012-10-11,5,Great quality,83266,596
REV-0004065,2012-10-25,2,Would not reorder,128882,2277
REV-0004067,2012-10-30,4,Happy with purchase,141060,2280
REV-0004069,2012-11-01,2,Would not reorder,136171,1085
REV-0004070,2012-11-05,3,Average product,148622,2064
REV-0004072,2012-11-04,4,Good overall,193,976
REV-0004073,2012-10-22,4,Solid choice,659,785
REV-0004074,2012-10-25,3,Average product,659,786
REV-0004075,2012-10-14,3,Average product,3415,508
REV-0004076,2012-11-09,5,Very satisfied,55781,502
REV-0004078,2012-10-19,5,Highly recommend,35277,964
REV-0004079,2012-10-23,5,Very satisfied,29843,464
REV-0004080,2012-10-26,2,Would not reorder,114596,488
REV-0004081,2012-11-05,4,Good overall,103168,785
REV-0004082,2012-10-16,1,Would not recommend,118703,445
REV-0004083,2012-10-23,5,Excellent product!,107957,93
REV-0004085,2012-11-07,4,Good overall,140685,922
REV-0004086,2012-10-21,4,Good overall,139336,472
REV-0004087,2012-10-21,3,"Decent, nothing special",59154,1942
REV-0004089,2012-10-19,5,Great quality,3473,1987
REV-0004090,2012-10-22,2,Some issues,67523,1006
REV-0004091,2012-10-18,5,Very satisfied,49858,472
REV-0004092,2012-10-12,2,Some issues,52086,647
REV-0004094,2012-10-15,5,Highly recommend,17760,551
REV-0004095,2012-10-17,5,Very satisfied,17758,551
REV-0004096,2012-10-29,5,Excellent product!,17761,551
REV-0004097,2012-10-27,1,Would not recommend,18330,2091
REV-0004098,2012-11-01,3,Average product,18732,1540
REV-0004099,2012-10-12,5,Very satisfied,77255,512
REV-0004100,2012-11-10,4,Happy with purchase,25756,1082
REV-0004101,2012-10-29,5,Excellent product!,27510,1230
REV-0004103,2012-11-13,2,Below expectations,28583,1347
REV-0004104,2012-11-05,2,Would not reorder,33902,573
REV-0004105,2012-10-21,5,Highly recommend,113733,475
REV-0004106,2012-10-31,5,Excellent product!,117190,472
REV-0004107,2012-10-20,5,Excellent product!,91653,1547
REV-0004108,2012-10-24,4,Solid choice,157045,575
REV-0004110,2012-10-29,3,Average product,75998,2253
REV-0004111,2012-10-21,5,Excellent product!,75998,2252
REV-0004114,2012-11-08,5,Great quality,85768,1936
REV-0004115,2012-10-19,4,Works well,81958,472
REV-0004116,2012-11-04,4,Works well,125735,2277
REV-0004117,2012-10-16,4,Solid choice,131906,2373
REV-0004118,2012-10-29,5,Very satisfied,128903,2374
REV-0004119,2012-11-10,5,Highly recommend,129034,1597
REV-0004121,2012-10-28,4,Works well,155862,757
REV-0004122,2012-10-24,5,Very satisfied,143622,1484
REV-0004123,2012-11-07,4,Works well,145242,946
REV-0004124,2012-10-21,5,Highly recommend,138092,730
REV-0004125,2012-11-08,4,Works well,137663,635
REV-0004127,2012-10-31,5,Great quality,139181,1517
REV-0004128,2012-11-09,5,Great quality,137376,467
REV-0004130,2012-10-28,5,Great quality,59404,596
REV-0004131,2012-11-07,5,Highly recommend,57515,297
REV-0004132,2012-11-10,4,Happy with purchase,43150,1909
REV-0004134,2012-11-02,4,Works well,65247,785
REV-0004135,2012-11-01,2,Below expectations,52166,2275
REV-0004137,2012-11-14,5,Very satisfied,17625,964
REV-0004138,2012-10-22,1,Very disappointed,20664,785
REV-0004140,2012-11-01,5,Excellent product!,71842,2380
REV-0004141,2012-11-09,2,Would not reorder,74566,642
REV-0004143,2012-11-11,2,Some issues,45931,1201
REV-0004144,2012-11-11,4,Happy with purchase,24547,1005
REV-0004145,2012-11-07,1,Not as described,29966,2250
REV-0004148,2012-10-16,4,Works well,103142,571
REV-0004150,2012-11-07,3,"Decent, nothing special",119299,669
REV-0004151,2012-11-10,4,Good overall,76680,396
REV-0004152,2012-11-15,2,Below expectations,77043,967
REV-0004153,2012-11-05,4,Happy with purchase,112932,767
REV-0004154,2012-10-24,2,Below expectations,127702,1066
REV-0004155,2012-11-16,5,Excellent product!,128410,571
REV-0004156,2012-10-14,5,Highly recommend,129815,1058
REV-0004157,2012-11-10,5,Great quality,126323,733
REV-0004158,2012-11-05,5,Very satisfied,108321,725
REV-0004160,2012-11-06,2,Some issues,138163,1935
REV-0004161,2012-11-15,3,Mixed feelings,141439,1862
REV-0004163,2012-11-11,5,Great quality,134219,475
REV-0004167,2012-10-24,5,Great quality,59092,1937
REV-0004168,2012-10-21,4,Solid choice,11545,2252
REV-0004169,2012-11-12,4,Good overall,9623,2235
REV-0004170,2012-10-30,4,Solid choice,7415,559
REV-0004171,2012-11-10,4,Works well,50443,2205
REV-0004172,2012-11-02,3,"Decent, nothing special",51392,990
REV-0004173,2012-11-05,1,Very disappointed,61137,2396
REV-0004174,2012-11-07,5,Very satisfied,62276,508
REV-0004175,2012-11-11,5,Great quality,54927,508
REV-0004176,2012-10-23,5,Very satisfied,47760,2055
REV-0004177,2012-10-19,5,Highly recommend,47916,533
REV-0004179,2012-10-28,5,Excellent product!,18667,2254
REV-0004181,2012-10-18,5,Very satisfied,75348,946
REV-0004182,2012-11-10,2,Below expectations,45831,2204
REV-0004183,2012-10-20,1,Not as described,25912,2045
REV-0004184,2012-11-06,4,Solid choice,30821,726
REV-0004185,2012-11-04,5,Excellent product!,87710,785
REV-0004186,2012-11-10,1,Poor quality,87710,786
REV-0004187,2012-10-29,5,Excellent product!,104633,1139
REV-0004189,2012-10-29,4,Happy with purchase,86674,551
REV-0004190,2012-10-28,4,Good overall,125169,1114
REV-0004191,2012-10-27,4,Solid choice,131407,681
REV-0004192,2012-11-07,5,Very satisfied,130847,1975
REV-0004193,2012-10-31,5,Highly recommend,155692,618
REV-0004194,2012-10-28,4,Solid choice,144638,760
REV-0004195,2012-10-27,4,Solid choice,140075,758
REV-0004196,2012-10-24,4,Works well,140107,1106
REV-0004198,2012-11-14,2,Would not reorder,138919,1947
REV-0004199,2012-10-29,5,Great quality,142220,768
REV-0004200,2012-10-24,4,Good overall,133253,2352
REV-0004201,2012-11-13,3,Average product,135471,733
REV-0004202,2012-11-01,4,Happy with purchase,146938,754
REV-0004203,2012-10-24,5,Excellent product!,150785,1191
REV-0004204,2012-11-17,5,Great quality,58843,2054
REV-0004205,2012-11-01,4,Solid choice,12881,670
REV-0004207,2012-11-06,4,Happy with purchase,8078,606
REV-0004210,2012-10-26,5,Very satisfied,18818,1053
REV-0004211,2012-11-03,2,Would not reorder,20075,786
REV-0004212,2012-11-04,5,Very satisfied,22926,826
REV-0004213,2012-10-23,2,Some issues,46649,976
REV-0004214,2012-10-31,5,Highly recommend,28024,396
REV-0004216,2012-11-01,5,Highly recommend,29985,93
REV-0004217,2012-11-06,4,Solid choice,156459,433
REV-0004219,2012-10-24,2,Some issues,125741,2064
REV-0004220,2012-11-12,5,Very satisfied,129586,2332
REV-0004221,2012-11-03,5,Very satisfied,129831,475
REV-0004222,2012-11-16,3,Average product,131487,638
REV-0004223,2012-11-08,4,Solid choice,107030,676
REV-0004227,2012-11-06,5,Excellent product!,151749,1518
REV-0004228,2012-10-22,4,Solid choice,152130,758
REV-0004229,2012-11-07,3,Mixed feelings,140282,2269
REV-0004231,2012-10-29,4,Good overall,138199,1963
REV-0004232,2012-10-14,4,Happy with purchase,138848,758
REV-0004233,2012-10-21,4,Good overall,133566,915
REV-0004234,2012-10-27,1,Poor quality,136707,797
REV-0004235,2012-11-12,3,Mixed feelings,148545,2269
REV-0004236,2012-10-22,1,Would not recommend,56802,1116
REV-0004238,2012-10-19,5,Great quality,6591,1075
REV-0004239,2012-10-21,4,Happy with purchase,48467,992
REV-0004240,2012-10-27,5,Great quality,51241,559
REV-0004241,2012-10-25,2,Would not reorder,60472,1114
REV-0004242,2012-11-08,4,Works well,63111,1006
REV-0004244,2012-10-17,4,Solid choice,54587,2205
REV-0004245,2012-11-09,4,Solid choice,55638,2331
REV-0004247,2012-11-12,5,Excellent product!,20432,443
REV-0004248,2012-10-21,4,Good overall,52933,1065
REV-0004249,2012-10-23,3,"Decent, nothing special",52933,1066
REV-0004250,2012-11-17,5,Very satisfied,52933,1066
REV-0004251,2012-11-07,5,Very satisfied,75808,486
REV-0004252,2012-10-21,2,Some issues,28105,2045
REV-0004254,2012-11-02,5,Very satisfied,30996,2407
REV-0004255,2012-11-08,4,Good overall,114969,559
REV-0004256,2012-11-13,2,Some issues,156458,1186
REV-0004258,2012-10-14,4,Solid choice,85810,800
REV-0004259,2012-10-17,5,Excellent product!,86284,475
REV-0004260,2012-10-22,5,Very satisfied,94262,964
REV-0004262,2012-11-05,2,Below expectations,130634,725
REV-0004263,2012-10-17,3,"Decent, nothing special",143278,1965
REV-0004264,2012-10-20,4,Good overall,151791,786
REV-0004265,2012-10-30,4,Works well,140945,396
REV-0004266,2012-10-23,3,"Decent, nothing special",141582,785
REV-0004267,2012-10-31,4,Good overall,139497,759
REV-0004268,2012-10-26,4,Solid choice,134212,1965
REV-0004269,2012-10-26,4,Happy with purchase,149023,733
REV-0004270,2012-11-10,1,Would not recommend,6038,691
REV-0004271,2012-11-15,4,Happy with purchase,64297,1873
REV-0004272,2012-11-09,5,Very satisfied,44744,566
REV-0004273,2012-11-02,4,Happy with purchase,45534,725
REV-0004274,2012-10-27,4,Good overall,45534,726
REV-0004276,2012-11-01,3,"Decent, nothing special",113758,733
REV-0004277,2012-10-24,3,Average product,113761,734
REV-0004278,2012-11-06,2,Some issues,123562,495
REV-0004279,2012-11-12,5,Very satisfied,130771,491
REV-0004280,2012-10-26,5,Very satisfied,152024,964
REV-0004281,2012-11-11,5,Highly recommend,139814,491
REV-0004282,2012-10-26,2,Below expectations,140279,163
REV-0004283,2012-11-19,2,Some issues,138014,566
REV-0004284,2012-11-05,3,Average product,138785,725
REV-0004285,2012-10-29,2,Below expectations,150763,740
REV-0004286,2012-11-15,5,Excellent product!,59224,559
REV-0004288,2012-11-07,2,Some issues,43148,2284
REV-0004289,2012-11-09,5,Highly recommend,15822,734
REV-0004290,2012-11-10,5,Highly recommend,1483,786
REV-0004291,2012-10-29,4,Good overall,1484,768
REV-0004292,2012-11-13,5,Very satisfied,1161,734
REV-0004293,2012-10-31,5,Excellent product!,51388,826
REV-0004295,2012-10-30,4,Works well,27712,2332
REV-0004296,2012-11-17,1,Would not recommend,36002,1964
REV-0004298,2012-10-20,3,Mixed feelings,95534,2071
REV-0004299,2012-11-07,3,Mixed feelings,99987,2280
REV-0004300,2012-10-25,3,Mixed feelings,80884,2280
REV-0004301,2012-10-21,1,Very disappointed,94304,2371
REV-0004302,2012-10-26,4,Good overall,129971,981
REV-0004303,2012-10-28,5,Great quality,155676,757
REV-0004305,2012-11-15,5,Excellent product!,143566,729
REV-0004306,2012-11-20,2,Would not reorder,141079,786
REV-0004307,2012-11-09,5,Highly recommend,139665,2253
REV-0004308,2012-11-13,4,Good overall,142075,826
REV-0004309,2012-11-13,3,Mixed feelings,133626,768
REV-0004311,2012-11-05,5,Great quality,58995,785
REV-0004312,2012-11-10,5,Excellent product!,58995,786
REV-0004318,2012-11-07,4,Good overall,16318,2205
REV-0004319,2012-10-23,5,Great quality,740,2250
REV-0004320,2012-11-19,5,Excellent product!,50799,396
REV-0004321,2012-11-12,4,Works well,52120,396
REV-0004322,2012-11-09,5,Great quality,61461,714
REV-0004324,2012-11-13,4,Works well,23569,396
REV-0004325,2012-10-20,4,Good overall,17929,498
REV-0004328,2012-11-03,5,Great quality,72414,1426
REV-0004329,2012-10-30,5,Highly recommend,45540,1974
REV-0004332,2012-11-08,1,Poor quality,35578,1173
REV-0004333,2012-10-27,4,Solid choice,105788,716
REV-0004334,2012-10-30,5,Very satisfied,105792,715
REV-0004336,2012-10-29,4,Good overall,111004,2234
REV-0004338,2012-11-08,5,Highly recommend,100961,759
REV-0004339,2012-11-18,5,Excellent product!,113077,2081
REV-0004340,2012-11-15,5,Very satisfied,78784,758
REV-0004341,2012-11-14,4,Happy with purchase,124334,144
REV-0004342,2012-11-01,4,Works well,124849,786
REV-0004344,2012-11-08,5,Very satisfied,132107,691
REV-0004345,2012-10-30,5,Excellent product!,154506,785
REV-0004346,2012-10-25,3,"Decent, nothing special",154506,785
REV-0004348,2012-10-18,5,Great quality,140858,1668
REV-0004349,2012-10-26,4,Solid choice,140935,2275
REV-0004350,2012-11-11,5,Very satisfied,137872,600
REV-0004353,2012-10-21,2,Below expectations,141781,2284
REV-0004354,2012-11-14,5,Great quality,132589,785
REV-0004355,2012-11-06,4,Happy with purchase,132590,786
REV-0004356,2012-11-08,5,Great quality,132894,990
REV-0004357,2012-11-12,5,Very satisfied,134165,1915
REV-0004358,2012-10-24,5,Excellent product!,135641,785
REV-0004359,2012-10-26,4,Good overall,137514,631
REV-0004361,2012-10-26,4,Happy with purchase,136861,1105
REV-0004363,2012-11-18,5,Very satisfied,149193,1435
REV-0004364,2012-11-17,3,Mixed feelings,149195,1436
REV-0004365,2012-10-23,5,Great quality,13742,2359
REV-0004366,2012-11-14,5,Highly recommend,7634,1916
REV-0004367,2012-11-18,5,Great quality,65684,445
REV-0004369,2012-11-18,3,"Decent, nothing special",73205,964
REV-0004372,2012-11-10,3,Mixed feelings,25735,921
REV-0004373,2012-11-05,2,Would not reorder,28418,2331
REV-0004375,2012-11-02,2,Some issues,24154,2240
REV-0004376,2012-11-15,4,Happy with purchase,25303,2054
REV-0004377,2012-11-16,5,Highly recommend,35952,502
REV-0004378,2012-10-20,2,Below expectations,31288,757
REV-0004379,2012-10-25,5,Very satisfied,114567,681
REV-0004380,2012-10-29,4,Good overall,121856,682
REV-0004382,2012-11-15,3,Average product,131950,989
REV-0004383,2012-11-20,5,Excellent product!,129061,2070
REV-0004384,2012-10-30,4,Solid choice,109203,551
REV-0004385,2012-10-20,3,Mixed feelings,154127,551
REV-0004386,2012-10-25,5,Great quality,143124,1053
REV-0004387,2012-10-26,4,Happy with purchase,142409,981
REV-0004389,2012-11-14,5,Great quality,138020,730
REV-0004390,2012-10-26,2,Some issues,138019,729
REV-0004392,2012-11-19,3,"Decent, nothing special",137573,797
REV-0004393,2012-11-02,5,Great quality,141711,1916
REV-0004394,2012-11-21,4,Solid choice,134050,2396
REV-0004395,2012-11-08,2,Some issues,136091,2331
REV-0004396,2012-10-25,5,Very satisfied,147296,906
REV-0004397,2012-11-15,4,Works well,147423,565
REV-0004400,2012-10-27,5,Excellent product!,41250,94
REV-0004401,2012-11-02,4,Solid choice,8749,604
REV-0004402,2012-11-06,4,Works well,12824,726
REV-0004403,2012-11-16,5,Highly recommend,9111,575
REV-0004404,2012-10-26,5,Highly recommend,46,2253
REV-0004406,2012-10-29,3,Mixed feelings,49777,2269
REV-0004407,2012-11-15,4,Works well,50479,2250
REV-0004408,2012-11-14,4,Good overall,51642,1076
REV-0004410,2012-10-28,1,Very disappointed,54120,600
REV-0004411,2012-11-02,3,Mixed feelings,54194,2359
REV-0004413,2012-10-26,3,"Decent, nothing special",47618,2254
REV-0004414,2012-11-03,2,Below expectations,21684,472
REV-0004417,2012-11-03,5,Excellent product!,19887,2396
REV-0004418,2012-10-30,4,Works well,25868,445
REV-0004419,2012-11-14,4,Works well,28420,133
REV-0004420,2012-11-16,5,Very satisfied,31624,1081
REV-0004422,2012-11-04,3,Mixed feelings,115431,443
REV-0004423,2012-10-25,4,Happy with purchase,103460,2396
REV-0004424,2012-11-17,5,Excellent product!,156588,1053
REV-0004425,2012-11-10,3,Mixed feelings,86420,533
REV-0004427,2012-11-07,4,Works well,93485,967
REV-0004429,2012-10-31,3,Mixed feelings,144098,1186
REV-0004430,2012-10-28,4,Happy with purchase,151281,725
REV-0004431,2012-11-13,4,Happy with purchase,140999,786
REV-0004432,2012-10-22,5,Very satisfied,137622,609
REV-0004434,2012-11-13,5,Highly recommend,138818,786
REV-0004437,2012-11-09,5,Highly recommend,150867,1775
REV-0004438,2012-10-27,4,Solid choice,151154,785
REV-0004439,2012-10-31,4,Solid choice,149374,1425
REV-0004440,2012-11-19,5,Great quality,14253,2284
REV-0004442,2012-11-23,1,Not as described,38670,785
REV-0004443,2012-11-08,4,Happy with purchase,53943,976
REV-0004444,2012-11-22,4,Works well,55145,1065
REV-0004445,2012-11-20,4,Solid choice,23441,1990
REV-0004447,2012-11-23,4,Works well,17886,433
REV-0004449,2012-11-02,5,Very satisfied,70759,2045
REV-0004452,2012-11-25,5,Very satisfied,34559,2396
REV-0004453,2012-11-10,4,Good overall,31009,681
REV-0004454,2012-11-10,3,Average product,115231,455
REV-0004455,2012-11-03,4,Good overall,116180,2241
REV-0004456,2012-10-30,5,Highly recommend,104954,786
REV-0004457,2012-11-17,2,Below expectations,117702,1182
REV-0004458,2012-11-04,4,Happy with purchase,117893,1182
REV-0004459,2012-11-15,5,Excellent product!,118122,1926
REV-0004461,2012-11-19,4,Good overall,79283,2275
REV-0004462,2012-10-29,4,Happy with purchase,93863,2400
REV-0004463,2012-11-14,5,Excellent product!,124414,645
REV-0004464,2012-11-15,4,Works well,109310,2234
REV-0004465,2012-10-30,4,Happy with purchase,155338,754
REV-0004466,2012-10-31,4,Solid choice,144846,634
REV-0004468,2012-11-19,5,Excellent product!,134903,2253
REV-0004469,2012-11-24,4,Good overall,40967,669
REV-0004470,2012-11-18,5,Excellent product!,11046,635
REV-0004471,2012-11-21,3,Average product,48161,612
REV-0004472,2012-11-06,3,Average product,50482,596
REV-0004474,2012-11-18,4,Solid choice,61291,946
REV-0004475,2012-11-14,5,Very satisfied,30405,606
REV-0004476,2012-11-02,5,Excellent product!,120924,571
REV-0004477,2012-11-05,5,Excellent product!,122216,31
REV-0004478,2012-11-14,4,Happy with purchase,125451,734
REV-0004479,2012-11-08,4,Good overall,130036,658
REV-0004480,2012-11-11,5,Highly recommend,123575,826
REV-0004481,2012-11-11,5,Excellent product!,139983,733
REV-0004482,2012-11-18,3,Average product,140563,786
REV-0004483,2012-11-17,4,Good overall,60006,786
REV-0004484,2012-10-28,4,Happy with purchase,56249,804
REV-0004485,2012-11-02,2,Would not reorder,57064,1964
REV-0004486,2012-11-15,4,Solid choice,42454,967
REV-0004487,2012-11-10,5,Very satisfied,15850,1061
REV-0004490,2012-11-22,3,"Decent, nothing special",39648,1962
REV-0004491,2012-11-16,5,Highly recommend,50799,2153
REV-0004493,2012-11-18,4,Happy with purchase,55877,826
REV-0004494,2012-11-16,5,Great quality,22206,574
REV-0004495,2012-11-17,3,Mixed feelings,17356,1017
REV-0004496,2012-10-29,5,Great quality,17625,2250
REV-0004499,2012-11-12,5,Highly recommend,20628,580
REV-0004500,2012-11-08,4,Happy with purchase,20734,2331
REV-0004501,2012-11-09,3,Average product,17973,1987
REV-0004502,2012-11-15,4,Happy with purchase,20030,1329
REV-0004503,2012-11-15,4,Solid choice,20027,1330
REV-0004504,2012-11-19,3,Mixed feelings,71080,604
REV-0004507,2012-11-12,4,Works well,30982,826
REV-0004508,2012-11-25,4,Good overall,89690,1065
REV-0004509,2012-11-21,3,"Decent, nothing special",118359,2091
REV-0004510,2012-10-29,4,Works well,119160,396
REV-0004511,2012-10-30,1,Poor quality,47414,2251
REV-0004513,2012-11-18,5,Very satisfied,120492,2241
REV-0004514,2012-10-30,2,Some issues,86026,502
REV-0004515,2012-10-28,4,Happy with purchase,112695,1131
REV-0004519,2012-11-25,4,Solid choice,107604,1426
REV-0004520,2012-11-06,5,Very satisfied,155545,733
REV-0004521,2012-10-30,4,Good overall,151791,1139
REV-0004522,2012-11-01,5,Very satisfied,141138,1818
REV-0004523,2012-11-26,4,Good overall,138011,734
REV-0004524,2012-10-27,2,Would not reorder,138502,1348
REV-0004527,2012-11-16,2,Some issues,133755,910
REV-0004528,2012-11-04,5,Highly recommend,136295,1413
REV-0004529,2012-11-20,4,Good overall,137435,2126
REV-0004530,2012-11-01,5,Excellent product!,136837,2275
REV-0004532,2012-11-14,5,Great quality,11340,2054
REV-0004534,2012-11-08,5,Excellent product!,1940,757
REV-0004535,2012-10-31,4,Happy with purchase,1940,758
